Time,total_fraction_lambda_H
412.75,0
413,0.999814
413.25,0.999758
413.5,0.999995
413.75,0.980197
414,0.988606
414.25,0.973427
414.5,0.997263
414.75,0.616693
415,0.809608
415.25,0.957821
415.5,0.957833
415.75,0.987587
416,0.985987
416.25,0.818594
416.5,0.994
416.75,0.985637
417,0.91473
417.25,0.99134
417.5,0
417.75,0.999996
418,0.985675
418.25,0.974242
418.5,0.904853
418.75,0.977965
419,0.989645
419.25,0.746384
419.5,0.978332
419.75,0.816454
420,0
420.25,0.99971
420.5,0.957619
420.75,0.939604
421,0.984573
421.25,0.989332
421.5,0.999449
421.75,0.979062
422,0.989759
422.25,0.925774
422.5,0.996862
422.75,0.809447
423,0.999989
423.25,0
423.5,0.962817
423.75,0.92031
424,0.982106
424.25,0.741293
424.5,0.983497
424.75,0.998096
425,0.994395
425.25,0
425.5,0.977577
425.75,0.954298
426,0.996145
426.25,0.999991
426.5,0.86058
426.75,0.954648
427,0.92981
427.25,0.940867
427.5,0.672357
427.75,0.746462
428,0
428.25,0.944811
428.5,0.999676
428.75,0.999996
429,0.982595
429.25,0.957751
429.5,0
429.75,0.981702
430,0.968321
430.25,0.989876
430.5,0
430.75,0.865023
431,0.961505
431.25,0.999983
431.5,0.898376
431.75,0.909345
432,0.882352
432.25,0.371808
432.5,0
432.75,0.999987
433,0.99414
433.25,0
433.5,0.995849
433.75,0.996672
434,0.997005
434.25,0
434.5,0.994879
434.75,0.991457
435,0
435.25,0
435.5,0.733924
435.75,0
436,0.963997
436.25,0.987889
436.5,0.98988
436.75,0.955986
437,0.773769
437.25,0.369958
437.5,0.995502
437.75,0
438,0.962647
438.25,0.991754
438.5,0.579486
438.75,0.99998
439,0.99131
439.25,0.935987
439.5,0
439.75,0.954555
440,0.556939
440.25,0.937452
440.5,0.999598
440.75,0.916565
441,0.92321
441.25,-nan
441.5,0.999859
441.75,0.949209
442,0
442.25,0.946965
442.5,0.999996
442.75,0.693975
443,0.999992
443.25,0.261833
443.5,0.937237
443.75,0
444,0.940335
444.25,-nan
444.5,0.999992
444.75,0.946518
445,0.999529
445.25,0.953773
445.5,0.844574
445.75,0.996749
446,0.804669
446.25,0.974022
446.5,0.999995
446.75,0.933435
447,0
447.25,0.995329
447.5,-nan
447.75,0.623927
448,0.800545
448.25,0.871823
448.5,0.955757
448.75,0.394512
449,0.999999
449.25,0.988945
449.5,0.999997
449.75,-nan
450,0.999997
450.25,0.939221
450.5,0.994669
450.75,0.917132
451,0.987388
451.25,0.982907
451.5,0
451.75,0.884621
452,0
452.25,0.703132
452.5,0
452.75,0.967194
453,0.999966
453.25,0.950979
453.5,0.896916
453.75,0.757401
454,0.999993
454.25,-nan
454.5,0
454.75,0.981899
455,0.957741
455.25,0.138986
455.5,0.661595
455.75,0.951711
456,0.990216
456.25,0.99223
456.5,0.935429
456.75,0.989702
457,0.999994
457.25,0.979875
457.5,0.996829
457.75,0.999996
458,0
458.25,0.994798
458.5,0.981699
458.75,0.996977
459,0
459.25,0.996089
459.5,0.963523
459.75,0.999994
460,0
460.25,0.993135
460.5,0.958881
460.75,0
461,0.999996
461.25,-nan
461.5,0
461.75,0.999995
462,0.999139
462.25,0.985144
462.5,0.906814
462.75,0.94251
463,0.996172
463.25,0.999568
463.5,0.999988
463.75,0.955759
464,0
464.25,0.970524
464.5,0.992675
464.75,0.994034
465,0
465.25,0.978436
465.5,-nan
465.75,0
466,0.999975
466.25,0
466.5,-nan
466.75,0
467,0.999937
467.25,1
467.5,0
467.75,0.999826
468,0.999971
468.25,0
468.5,0
468.75,0.996302
469,0.987821
469.25,0.971386
469.5,0.996876
469.75,-nan
470,0
470.25,0
470.5,0.860941
470.75,0
471,0.932123
471.25,0.999999
471.5,0
471.75,0.999996
472,-nan
472.25,0.997544
472.5,0.999998
472.75,0.99904
473,0.999998
473.25,0
473.5,-nan
473.75,0.921945
474,0.984713
474.25,0.999984
474.5,0.890473
474.75,0.592442
475,0.945374
475.25,0.893284
475.5,-nan
475.75,-nan
476,0
476.25,0.925154
476.5,0.999972
476.75,0.999949
477,0
477.25,0
477.5,0.999997
477.75,0.966467
478,-nan
478.25,0
478.5,0.999937
478.75,-nan
479,0.96877
479.25,0.991039
479.5,-nan
479.75,0
480,0.96811
480.25,0
480.5,0.909891
480.75,0.999999
481,-nan
481.25,0.999994
481.5,0.999996
481.75,-nan
482,0.988852
482.25,-nan
482.5,-nan
482.75,-nan
483,0
483.25,-nan
483.5,0
483.75,0.996016
484,-nan
484.25,0
484.5,0.654747
484.75,0
485,0.492503
485.25,0.654256
485.5,0.999998
485.75,-nan
486,0.999996
486.25,0.999997
486.5,-nan
486.75,0.999994
487,-nan
487.25,-nan
487.5,0
487.75,-nan
488,0.999421
488.25,0.993374
488.5,-nan
488.75,0
489,0.992014
489.25,0
489.5,0.974833
489.75,-nan
490,0
490.25,-nan
490.5,0
490.75,-nan
491,0.99626
491.25,-nan
491.5,0.999994
491.75,0.997778
492,0.999984
492.25,0.995102
492.5,0
492.75,0
493,0.999999
493.25,0.11439
493.5,0
493.75,0.98031
494,0
494.25,0
494.5,0.980795
494.75,0.948535
495,0
495.25,0
495.5,0
495.75,0
496,0.995203
496.25,0.999998
496.5,-nan
496.75,0
497,0.38566
497.25,0
497.5,0
497.75,0.987447
498,0
498.25,0.999984
498.5,0
498.75,-nan
499,0.959859
499.25,0.95258
499.5,-nan
499.75,0.917358
500,0.994219
500.25,0.966381
500.5,0.972311
500.75,0
501,0
501.25,0
501.5,0.998117
501.75,0.996338
502,0
502.25,0.923518
502.5,0.8792
502.75,0.935227
503,0.984277
503.25,0.99935
503.5,0.999994
503.75,0.940562
504,0.999997
504.25,0.991784
504.5,0.948289
504.75,0.991903
505,0.962965
505.25,0.974681
505.5,0.999979
505.75,0.956912
506,0
506.25,0.992773
506.5,0
506.75,0
507,0.999984
507.25,0.999866
507.5,0.852084
507.75,0.994975
508,0.974852
508.25,0.937961
508.5,0.993974
508.75,0.817806
509,0.999983
509.25,0.690606
509.5,0.831683
509.75,0.999992
510,0.560251
510.25,0.630931
510.5,0.805299
510.75,0.949544
511,0.998941
511.25,0
511.5,0.903553
511.75,0.999969
512,0.948206
512.25,0.764777
512.5,0.999996
512.75,0.750096
513,0.816408
513.25,0.953564
513.5,0.991649
513.75,0.990419
514,0.346948
514.25,0.941263
514.5,0
514.75,0.928143
515,0.882829
515.25,0.971672
515.5,0.766115
515.75,0.935269
516,0.797803
516.25,0.980421
516.5,0.999157
516.75,-nan
517,0
517.25,0.850873
517.5,0.898642
517.75,0.961709
518,0.910977
518.25,0.583844
518.5,0.999995
518.75,0.877364
519,0.561665
519.25,0.569145
519.5,0.978797
519.75,0.970033
520,0.954051
520.25,0.999703
520.5,0.864987
520.75,0.950703
521,0.938201
521.25,0.480582
521.5,0.999985
521.75,0.41185
522,0
522.25,0.955343
522.5,0.988013
522.75,0.99546
523,0
523.25,0.975295
523.5,0.837357
523.75,0.891496
524,0
524.25,0
524.5,0.923002
524.75,0.871372
525,0.992215
525.25,0
525.5,0.944775
525.75,0.824574
526,0.959777
526.25,0.463708
526.5,0
526.75,0
527,-nan
527.25,0
527.5,0.9388
527.75,0.999997
528,0.99238
528.25,0.998345
528.5,0.995881
528.75,0.993725
529,0.817865
529.25,-nan
529.5,0.986735
529.75,1
530,0
530.25,0.978942
530.5,0.982089
530.75,0.969747
531,0.996991
531.25,0.768618
531.5,0.900537
531.75,0.99122
532,-nan
532.25,0.996591
532.5,0.999998
532.75,0.999998
533,0.995175
533.25,0.833831
533.5,0.999999
533.75,0
534,0.97923
534.25,0.900725
534.5,0
534.75,0.999999
535,0.985769
535.25,0.998038
535.5,-nan
535.75,0.99919
536,0
536.25,0.951265
536.5,0.996828
536.75,0
537,0.999994
537.25,-nan
537.5,0
537.75,0.962688
538,-nan
538.25,0.999939
538.5,0
538.75,0.992445
539,-nan
539.25,0.955941
539.5,0
539.75,0.888751
540,-nan
540.25,0.988205
540.5,0
540.75,0.975505
541,0.997475
541.25,0
541.5,0
541.75,0.798603
542,0.999999
542.25,0.998332
542.5,0
542.75,0.999999
543,0.999988
543.25,0
543.5,-nan
543.75,-nan
544,0
544.25,-nan
544.5,0.998776
544.75,0.999999
545,0
545.25,0.999995
545.5,-nan
545.75,0.997997
546,-nan
546.25,-nan
546.5,-nan
546.75,-nan
547,-nan
547.25,0
547.5,0.999136
547.75,0.87508
548,-nan
548.25,0.996995
548.5,0.99973
548.75,0.999997
549,0.997835
549.25,0
549.5,0.947806
549.75,0.999999
550,0.999976
550.25,0
550.5,-nan
550.75,0
551,0.999286
551.25,-nan
551.5,0.999996
551.75,0.998775
552,0
552.25,0.999999
552.5,-nan
552.75,0.999996
553,0.999992
553.25,-nan
553.5,-nan
553.75,0.999999
554,0.999994
554.25,1
554.5,0.999997
554.75,0
555,0
555.25,0.985717
555.5,0.919335
555.75,0
556,0.981046
556.25,0
556.5,0
556.75,0
557,-nan
557.25,0.704439
557.5,-nan
557.75,-nan
558,0
558.25,0.999996
558.5,0.998516
558.75,0.999997
559,-nan
559.25,-nan
559.5,0.918724
559.75,0.999999
560,-nan
560.25,-nan
560.5,-nan
560.75,-nan
561,0
561.25,0
561.5,0
561.75,0
562,0
562.25,0.999998
562.5,0.999998
562.75,-nan
563,0.999423
563.25,0.999994
563.5,-nan
563.75,0.972541
564,-nan
564.25,0
564.5,0
564.75,0
565,0.989927
565.25,0
565.5,0
565.75,0
566,-nan
566.25,0
566.5,0
566.75,-nan
567,0
567.25,0.999997
567.5,0.999993
567.75,0.999969
568,-nan
568.25,-nan
568.5,0.999995
568.75,0.999994
569,0.952747
569.25,0
569.5,0.925712
569.75,0.999998
570,0.997502
570.25,0
570.5,0.999998
570.75,-nan
571,-nan
571.25,-nan
571.5,-nan
571.75,0.999998
572,0.999999
572.25,0.999995
572.5,0.999999
572.75,0.999993
573,0
573.25,-nan
573.5,-nan
573.75,0.99275
574,0.999301
574.25,0
574.5,0
574.75,0.992104
575,0.998353
575.25,0.992096
575.5,-nan
575.75,-nan
576,-nan
576.25,0.999999
576.5,-nan
576.75,0
577,-nan
577.25,0.999996
577.5,-nan
577.75,0
578,-nan
578.25,-nan
578.5,0.999998
578.75,0.996806
579,0
579.25,0.998193
579.5,0
579.75,-nan
580,0.999998
580.25,-nan
580.5,0.999995
580.75,-nan
581,-nan
581.25,0
581.5,0.999998
581.75,0.999996
582,0.999999
582.25,-nan
582.5,-nan
582.75,-nan
583,-nan
583.25,-nan
583.5,-nan
583.75,-nan
584,-nan
584.25,-nan
584.5,-nan
584.75,-nan
585,-nan
585.25,-nan
585.5,0.999999
585.75,-nan
586,-nan
586.25,-nan
586.5,0.91354
586.75,-nan
587,-nan
587.25,-nan
587.5,-nan
587.75,-nan
588,-nan
588.25,-nan
588.5,-nan
588.75,-nan
589,0.993784
589.25,0.942007
589.5,-nan
589.75,-nan
590,-nan
590.25,-nan
590.5,-nan
590.75,-nan
591,-nan
591.25,-nan
591.5,-nan
591.75,-nan
592,-nan
592.25,-nan
592.5,-nan
592.75,-nan
593,-nan
593.25,-nan
593.5,-nan
593.75,-nan
594,-nan
594.25,-nan
594.5,-nan
594.75,-nan
595,-nan
595.25,-nan
595.5,-nan
595.75,0
596,-nan
596.25,0
596.5,1
596.75,0
597,0
597.25,0
597.5,-nan
597.75,-nan
598,-nan
598.25,-nan
598.5,-nan
598.75,-nan
599,0.963106
599.25,-nan
599.5,-nan
599.75,-nan
