Time,total_fraction_lambda_C
343,4.61281e-05
343.25,0.000105927
343.5,1.8379e-05
343.75,7.20369e-05
344,0.00027926
344.25,1.90829e-05
344.5,0.000103018
344.75,8.20449e-05
345,0.000248627
345.25,7.0069e-05
345.5,0.000112911
345.75,5.20864e-05
346,3.61709e-05
346.25,3.37696e-05
346.5,3.59406e-05
346.75,3.8352e-05
347,0.000128249
347.25,2.67404e-05
347.5,5.09388e-05
347.75,8.99636e-05
348,5.21254e-05
348.25,1.8037e-05
348.5,0.000111244
348.75,0.000141516
349,9.44834e-05
349.25,3.89386e-05
349.5,0.00040036
349.75,3.31721e-05
350,6.34923e-05
350.25,3.06207e-05
350.5,5.23732e-05
350.75,5.81709e-05
351,4.45926e-05
351.25,5.66293e-05
351.5,5.44322e-05
351.75,4.68768e-05
352,0.000121985
352.25,5.93463e-05
352.5,1.87549e-05
352.75,0.000103564
353,3.34511e-05
353.25,4.45396e-05
353.5,0.00015737
353.75,5.87358e-05
354,5.88152e-05
354.25,0.000120992
354.5,2.66018e-05
354.75,6.34542e-05
355,7.82165e-05
355.25,9.04175e-05
355.5,0.00012804
355.75,2.06582e-05
356,2.62075e-05
356.25,0.000317701
356.5,0.000127472
356.75,3.46045e-05
357,3.83122e-05
357.25,0.000140763
357.5,2.60397e-05
357.75,2.16146e-05
358,0.000125828
358.25,0.000315073
358.5,5.10932e-05
358.75,3.4149e-05
359,4.61268e-05
359.25,3.79628e-05
359.5,0.000137243
359.75,5.48739e-05
360,5.27517e-05
360.25,6.49877e-05
360.5,3.13956e-05
360.75,0.000198851
361,3.11713e-05
361.25,7.35722e-05
361.5,0.000103657
361.75,4.68609e-05
362,8.03336e-05
362.25,0.000229896
362.5,4.8824e-05
362.75,3.00542e-05
363,4.68464e-05
363.25,0.000101139
363.5,4.98019e-05
363.75,4.7378e-05
364,5.74428e-05
364.25,8.76531e-05
364.5,3.71626e-05
364.75,7.50236e-05
365,6.79355e-05
365.25,0.000154693
365.5,4.2496e-05
365.75,3.62158e-05
366,5.03084e-05
366.25,4.91034e-05
366.5,3.84064e-05
366.75,6.57326e-05
367,0.00015398
367.25,6.74453e-05
367.5,0.000160489
367.75,6.85875e-05
368,7.55898e-05
368.25,3.95543e-05
368.5,3.81948e-05
368.75,0.000172581
369,3.67557e-05
369.25,4.10477e-05
369.5,2.41175e-05
369.75,2.29743e-05
370,1.92305e-05
370.25,4.8684e-05
370.5,2.45243e-05
370.75,5.44566e-05
371,3.8529e-05
371.25,5.67274e-05
371.5,3.09305e-05
371.75,5.67438e-05
372,4.86528e-05
372.25,3.44555e-05
372.5,6.11854e-05
372.75,2.12675e-05
373,4.18087e-05
373.25,6.04735e-05
373.5,8.34216e-05
373.75,9.78767e-05
374,2.42369e-05
374.25,6.59532e-05
374.5,4.15377e-05
374.75,4.69772e-05
375,2.85245e-05
375.25,0.000113468
375.5,0.000311156
375.75,2.07066e-05
376,0.000110442
376.25,3.38553e-05
376.5,0.000136337
376.75,3.94371e-05
377,1.3907e-05
377.25,0.000102708
377.5,5.13785e-05
377.75,5.27583e-05
378,3.7419e-05
378.25,3.92091e-05
378.5,6.57044e-05
378.75,3.41755e-05
379,2.05774e-05
379.25,1.05942e-05
379.5,6.93549e-05
379.75,5.31023e-05
380,4.28419e-05
380.25,8.09084e-05
380.5,3.9601e-05
380.75,5.15166e-05
381,0.00011512
381.25,1.48957e-05
381.5,0.000132169
381.75,2.16937e-05
382,2.42354e-05
382.25,2.09351e-05
382.5,5.79876e-05
382.75,4.95761e-05
383,5.40913e-05
383.25,7.03883e-05
383.5,2.74434e-05
383.75,2.29629e-05
384,1.23461e-05
384.25,3.4555e-05
384.5,0.000145984
384.75,6.12104e-05
385,4.07235e-05
385.25,3.5816e-05
385.5,3.91111e-05
385.75,1.49654e-05
386,1.9115e-05
386.25,1.41061e-05
386.5,2.26452e-05
386.75,1.9024e-05
387,3.80621e-05
387.25,1.1761e-05
387.5,1.3771e-05
387.75,5.33514e-05
388,0.000127152
388.25,1.07016e-05
388.5,4.86637e-05
388.75,4.01848e-05
389,6.51592e-05
389.25,2.93657e-05
389.5,3.03934e-05
389.75,1.53136e-05
390,1.64632e-05
390.25,0.00460991
390.5,1.19756e-05
390.75,2.01309e-05
391,2.80421e-05
391.25,0.000133923
391.5,9.65635e-06
391.75,4.64443e-05
392,4.55665e-05
392.25,1.98568e-05
392.5,3.42547e-05
392.75,2.40897e-05
393,1.62479e-05
393.25,2.21449e-05
393.5,0.000197198
393.75,2.9714e-05
394,2.22898e-05
394.25,3.9206e-05
394.5,1.30539e-05
394.75,2.0605e-05
395,1.15533e-05
395.25,1.39942e-05
395.5,2.1238e-05
395.75,2.22466e-05
396,1.8751e-05
396.25,0.000209675
396.5,4.42427e-05
396.75,4.54616e-05
397,7.15602e-05
397.25,9.9821e-06
397.5,1.34972e-05
397.75,3.31912e-05
398,1.70756e-05
398.25,9.9659e-06
398.5,6.35227e-05
398.75,2.68442e-05
399,0.000104756
399.25,1.62773e-05
399.5,3.76327e-05
399.75,1.60872e-05
400,7.7866e-05
400.25,0.00166082
400.5,2.90678e-05
400.75,5.89089e-05
401,6.37636e-05
401.25,8.43625e-05
401.5,4.46221e-06
401.75,1.17723e-05
402,6.55983e-05
402.25,1.60483e-05
402.5,1.31372e-05
402.75,0.00112278
403,6.79458e-06
403.25,1.19444e-05
403.5,1.15042e-05
403.75,1.14715e-05
404,1.08427e-05
404.25,2.54173e-05
404.5,1.2989e-05
404.75,1.01651e-05
405,0.000355118
405.25,9.82841e-05
405.5,4.20447e-05
405.75,2.50265e-05
406,7.03716e-05
406.25,2.25948e-05
406.5,2.55658e-05
406.75,5.77308e-05
407,2.27095e-05
407.25,4.69511e-05
407.5,3.02318e-05
407.75,3.37893e-05
408,0.000156924
408.25,3.98947e-05
408.5,2.53753e-05
408.75,5.23948e-05
409,6.73346e-06
409.25,4.58511e-05
409.5,4.7356e-05
409.75,4.09492e-05
410,2.34171e-05
410.25,1.90972e-05
410.5,3.27051e-05
410.75,1.66798e-05
411,4.46205e-05
411.25,3.69187e-05
411.5,1.06045e-05
411.75,1.30746e-05
412,3.42042e-05
412.25,0.000352713
412.5,9.08078e-06
412.75,0.000439808
413,0.000185877
413.25,1.66625e-05
413.5,4.84885e-06
413.75,4.93416e-05
414,1.28751e-05
414.25,0.000467918
414.5,9.29821e-06
414.75,0.000598808
415,3.15758e-05
415.25,2.14474e-05
415.5,4.14108e-05
415.75,9.94683e-06
416,1.59328e-05
416.25,2.72634e-05
416.5,5.53098e-06
416.75,8.75596e-06
417,7.79591e-05
417.25,7.55178e-06
417.5,7.37696e-05
417.75,3.53893e-06
418,3.58125e-05
418.25,2.73472e-06
418.5,6.33247e-06
418.75,3.53551e-05
419,8.71394e-06
419.25,0.000273761
419.5,4.9734e-05
419.75,9.35607e-05
420,0.000264641
420.25,4.90697e-06
420.5,1.9479e-05
420.75,2.53001e-05
421,1.14361e-05
421.25,1.57261e-05
421.5,3.0794e-06
421.75,2.89808e-05
422,1.52126e-05
422.25,4.25004e-05
422.5,1.19314e-05
422.75,0.00013871
423,1.14898e-05
423.25,0.00022501
423.5,3.22599e-05
423.75,2.58124e-05
424,1.55273e-05
424.25,0.000149136
424.5,7.03586e-06
424.75,9.99614e-06
425,1.56505e-05
425.25,0.000150697
425.5,6.58884e-06
425.75,1.72474e-05
426,3.28798e-06
426.25,9.21278e-06
426.5,5.94613e-06
426.75,3.37365e-06
427,1.73031e-05
427.25,1.66332e-05
427.5,3.67076e-05
427.75,2.51235e-05
428,0.000900802
428.25,6.25605e-06
428.5,5.98331e-06
428.75,3.70301e-06
429,2.37923e-05
429.25,4.64276e-05
429.5,0.000380259
429.75,1.84286e-05
430,2.56073e-05
430.25,1.41939e-05
430.5,0.000313094
430.75,0.000144281
431,5.85632e-05
431.25,1.67828e-05
431.5,9.2122e-06
431.75,8.21238e-06
432,8.6938e-06
432.25,2.06433e-05
432.5,0.0590528
432.75,1.29528e-05
433,1.12115e-05
433.25,0.00107157
433.5,1.10162e-05
433.75,8.19247e-06
434,9.31312e-06
434.25,0.00439085
434.5,1.53965e-05
434.75,2.9496e-05
435,0.00177813
435.25,0.00119668
435.5,3.93826e-05
435.75,0.000276238
436,4.39136e-05
436.25,4.26867e-06
436.5,5.70642e-06
436.75,1.44944e-05
437,2.74296e-05
437.25,0.000129001
437.5,7.93332e-06
437.75,0.000265612
438,1.91334e-05
438.25,5.3343e-06
438.5,5.6929e-05
438.75,1.98829e-05
439,1.60276e-05
439.25,3.27952e-05
439.5,0.000520177
439.75,9.13584e-06
440,4.17325e-05
440.25,2.78594e-05
440.5,9.87614e-06
440.75,4.40955e-06
441,2.48319e-05
441.25,-nan
441.5,5.49795e-06
441.75,9.9081e-06
442,0.00752431
442.25,8.66586e-06
442.5,3.72471e-06
442.75,7.25374e-05
443,8.28264e-06
443.25,9.46407e-06
443.5,4.22863e-06
443.75,2.22668e-05
444,3.63725e-06
444.25,-nan
444.5,8.48344e-06
444.75,5.65878e-06
445,2.7941e-06
445.25,1.5292e-05
445.5,8.21224e-06
445.75,1.13753e-05
446,2.31991e-05
446.25,3.67916e-05
446.5,5.2137e-06
446.75,2.13916e-05
447,0.00016554
447.25,2.43961e-06
447.5,-nan
447.75,2.02692e-05
448,2.23683e-05
448.25,7.20226e-06
448.5,5.04178e-05
448.75,2.12953e-05
449,8.41159e-07
449.25,2.30873e-05
449.5,2.79325e-06
449.75,-nan
450,2.56684e-06
450.25,2.5025e-05
450.5,1.64949e-05
450.75,9.22091e-06
451,1.50648e-05
451.25,8.72149e-06
451.5,3.04719e-05
451.75,0.000185857
452,0.000238524
452.25,9.88777e-06
452.5,0.000842046
452.75,3.4404e-05
453,3.38374e-05
453.25,1.09158e-05
453.5,0.000106265
453.75,7.78491e-05
454,7.44626e-06
454.25,-nan
454.5,0.00045965
454.75,5.9254e-06
455,6.9001e-06
455.25,4.70236e-05
455.5,3.00059e-05
455.75,2.32772e-05
456,2.20525e-05
456.25,7.25803e-06
456.5,2.08074e-05
456.75,1.65143e-05
457,5.96795e-06
457.25,1.12479e-05
457.5,6.18995e-06
457.75,4.38358e-06
458,1
458.25,1.32327e-05
458.5,7.62932e-06
458.75,3.71848e-06
459,0.0035434
459.25,3.21979e-06
459.5,5.30205e-06
459.75,5.70858e-06
460,0.000607639
460.25,5.09654e-06
460.5,1.04278e-05
460.75,0.000254708
461,3.83447e-06
461.25,-nan
461.5,0.00182558
461.75,4.71058e-06
462,7.07336e-06
462.25,1.16194e-05
462.5,7.82082e-05
462.75,3.40567e-05
463,5.03142e-06
463.25,1.9317e-06
463.5,1.21028e-05
463.75,4.50609e-05
464,0.00067076
464.25,8.18524e-06
464.5,4.60683e-06
464.75,1.86101e-06
465,0.000167427
465.25,8.82748e-06
465.5,-nan
465.75,0.000368242
466,2.54852e-05
466.25,1
466.5,-nan
466.75,1
467,6.34418e-05
467.25,4.40512e-07
467.5,0.00290989
467.75,2.64207e-06
468,2.89045e-05
468.25,0.00267291
468.5,1
468.75,1.0183e-05
469,7.63979e-06
469.25,1.16853e-05
469.5,5.4076e-06
469.75,-nan
470,0.000362345
470.25,7.23981e-05
470.5,2.30305e-05
470.75,0.000188817
471,1.83379e-05
471.25,1.35684e-06
471.5,1
471.75,3.76834e-06
472,-nan
472.25,1.84506e-06
472.5,1.93986e-06
472.75,1.10984e-05
473,1.94772e-06
473.25,0.000159708
473.5,-nan
473.75,2.78651e-05
474,7.62228e-06
474.25,1.63677e-05
474.5,9.09244e-06
474.75,0.000148609
475,2.08107e-05
475.25,2.79756e-05
475.5,-nan
475.75,-nan
476,0.000195847
476.25,2.71108e-05
476.5,2.75918e-05
476.75,5.09867e-05
477,0.000225851
477.25,0.000524235
477.5,3.34602e-06
477.75,1.94754e-05
478,-nan
478.25,1
478.5,6.31335e-05
478.75,-nan
479,5.18846e-06
479.25,8.6429e-07
479.5,-nan
479.75,9.59459e-05
480,9.49429e-07
480.25,1.40021e-05
480.5,2.16258e-06
480.75,1.05331e-06
481,-nan
481.25,6.48607e-06
481.5,3.89322e-06
481.75,-nan
482,2.14702e-05
482.25,-nan
482.5,-nan
482.75,-nan
483,1
483.25,-nan
483.5,0.000528986
483.75,2.04864e-06
484,-nan
484.25,5.78009e-05
484.5,6.92292e-06
484.75,0.00214888
485,8.01477e-06
485.25,6.49095e-06
485.5,1.51032e-06
485.75,-nan
486,4.10825e-06
486.25,3.15317e-06
486.5,-nan
486.75,6.31298e-06
487,-nan
487.25,-nan
487.5,1
487.75,-nan
488,1.81472e-06
488.25,1.91651e-05
488.5,-nan
488.75,0.000234259
489,4.35877e-06
489.25,0.000129317
489.5,8.19102e-06
489.75,-nan
490,0.00136927
490.25,-nan
490.5,0.0012153
490.75,-nan
491,4.62308e-06
491.25,-nan
491.5,6.01602e-06
491.75,1.29148e-06
492,1.5916e-05
492.25,4.89566e-06
492.5,6.63068e-05
492.75,0.00203219
493,1.12188e-06
493.25,0.000323766
493.5,0.000140558
493.75,5.31046e-06
494,6.32187e-05
494.25,0.000136891
494.5,3.63388e-06
494.75,4.0742e-06
495,1.62421e-05
495.25,6.14048e-05
495.5,0.000375766
495.75,3.41263e-05
496,1.28662e-05
496.25,1.6813e-06
496.5,-nan
496.75,0.00255785
497,0.000297705
497.25,0.000106622
497.5,0.000393311
497.75,6.19643e-06
498,0.000111963
498.25,1.64679e-05
498.5,0.000193251
498.75,-nan
499,3.73385e-05
499.25,3.27329e-05
499.5,-nan
499.75,2.24765e-05
500,1.01986e-05
500.25,2.30758e-05
500.5,3.51877e-05
500.75,0.000206912
501,0.00019318
501.25,1.74382e-05
501.5,8.36113e-07
501.75,7.41016e-07
502,0.000393072
502.25,5.19319e-05
502.5,3.88453e-05
502.75,1.87565e-05
503,3.87233e-06
503.25,2.58172e-06
503.5,5.72366e-06
503.75,1.42158e-05
504,2.97124e-06
504.25,1.10874e-05
504.5,2.01318e-05
504.75,4.84021e-06
505,4.53035e-06
505.25,6.66645e-06
505.5,2.05255e-05
505.75,1.35428e-05
506,0.000239444
506.25,4.3817e-06
506.5,0.0045478
506.75,0.00033876
507,1.59594e-05
507.25,2.85038e-06
507.5,2.97738e-05
507.75,5.88483e-06
508,1.71329e-05
508.25,2.13014e-05
508.5,1.20731e-05
508.75,1.17671e-05
509,1.74954e-05
509.25,1.81068e-05
509.5,6.65003e-06
509.75,8.36228e-06
510,0.000156201
510.25,0.0003953
510.5,6.78143e-05
510.75,1.27501e-05
511,1.61181e-05
511.25,0.000220219
511.5,3.66614e-05
511.75,3.11365e-05
512,4.31667e-05
512.25,7.17617e-05
512.5,3.85334e-06
512.75,1.51856e-05
513,7.8071e-05
513.25,3.00592e-05
513.5,2.20357e-05
513.75,1.71414e-05
514,0.00041828
514.25,3.72051e-05
514.5,0.000261573
514.75,5.21276e-05
515,4.60185e-05
515.25,9.76594e-06
515.5,9.75996e-05
515.75,3.15599e-05
516,0.000158863
516.25,1.22303e-05
516.5,1.57822e-05
516.75,-nan
517,0.000254196
517.25,3.60481e-05
517.5,4.20836e-05
517.75,2.7029e-05
518,1.16814e-05
518.25,3.37699e-05
518.5,5.09162e-06
518.75,9.05593e-06
519,0.000128722
519.25,3.60046e-05
519.5,8.93597e-06
519.75,1.40137e-05
520,3.77685e-06
520.25,9.75795e-06
520.5,1.97481e-05
520.75,4.38977e-06
521,5.0667e-06
521.25,1.9212e-05
521.5,1.50791e-05
521.75,1.73685e-05
522,2.35453e-05
522.25,3.42675e-05
522.5,7.51608e-06
522.75,2.59848e-06
523,0.000187695
523.25,1.22617e-05
523.5,1.0302e-05
523.75,1.88355e-05
524,7.0337e-05
524.25,8.26115e-05
524.5,2.02157e-05
524.75,4.39002e-05
525,3.44337e-06
525.25,1
525.5,1.06261e-05
525.75,5.37401e-05
526,3.91255e-06
526.25,0.000142403
526.5,0.000136126
526.75,0.0001343
527,-nan
527.25,0.000761331
527.5,1.05905e-05
527.75,2.68668e-06
528,2.0786e-06
528.25,4.13819e-06
528.5,3.2736e-06
528.75,2.16891e-05
529,3.47074e-05
529.25,-nan
529.5,2.59108e-06
529.75,4.88132e-07
530,1.48125e-05
530.25,6.16904e-06
530.5,1.05515e-05
530.75,1.93407e-05
531,4.82203e-06
531.25,4.93763e-05
531.5,2.52196e-05
531.75,1.02119e-05
532,-nan
532.25,2.58109e-06
532.5,1.77648e-06
532.75,1.98635e-06
533,6.95373e-06
533.25,2.93066e-05
533.5,7.04085e-07
533.75,0.000106331
534,1.78513e-05
534.25,2.4325e-05
534.5,0.00111525
534.75,5.02256e-07
535,4.44125e-06
535.25,4.25945e-06
535.5,-nan
535.75,2.86262e-06
536,0.000740539
536.25,5.02918e-05
536.5,2.87898e-06
536.75,0.000723864
537,5.93267e-06
537.25,-nan
537.5,0.000139795
537.75,1.17901e-05
538,-nan
538.25,6.07742e-05
538.5,0.000553169
538.75,8.20109e-06
539,-nan
539.25,1.59881e-05
539.5,0.000103819
539.75,1.38555e-05
540,-nan
540.25,2.71077e-06
540.5,0.000259882
540.75,3.87487e-06
541,3.23046e-06
541.25,0.000927804
541.5,0.00185171
541.75,9.51017e-05
542,1.33786e-06
542.25,5.31557e-06
542.5,0.000675651
542.75,1.30745e-06
543,1.2342e-05
543.25,1
543.5,-nan
543.75,-nan
544,0.000390053
544.25,-nan
544.5,2.69354e-06
544.75,1.32309e-06
545,2.70039e-05
545.25,4.76245e-06
545.5,-nan
545.75,7.61578e-07
546,-nan
546.25,-nan
546.5,-nan
546.75,-nan
547,-nan
547.25,1
547.5,5.69459e-06
547.75,2.01891e-05
548,-nan
548.25,3.60999e-06
548.5,2.8929e-06
548.75,3.40914e-06
549,7.42375e-06
549.25,2.77867e-05
549.5,0.000150372
549.75,1.13797e-06
550,2.44196e-05
550.25,4.72649e-05
550.5,-nan
550.75,0.0701861
551,1.11206e-05
551.25,-nan
551.5,4.08724e-06
551.75,1.81644e-05
552,0.000136101
552.25,1.39079e-06
552.5,-nan
552.75,4.24144e-06
553,8.20492e-06
553.25,-nan
553.5,-nan
553.75,7.38094e-07
554,6.09958e-06
554.25,3.04229e-07
554.5,2.87675e-06
554.75,2.69214e-05
555,2.93276e-06
555.25,1.16941e-06
555.5,3.00003e-06
555.75,0.000491793
556,1.05443e-06
556.25,4.66953e-05
556.5,4.96173e-05
556.75,1
557,-nan
557.25,1.22193e-05
557.5,-nan
557.75,-nan
558,0.000139244
558.25,4.23609e-06
558.5,1.70621e-06
558.75,2.69465e-06
559,-nan
559.25,-nan
559.5,9.5054e-06
559.75,1.24847e-06
560,-nan
560.25,-nan
560.5,-nan
560.75,-nan
561,0.000395868
561.25,1
561.5,1
561.75,0.000396529
562,1
562.25,2.01306e-06
562.5,2.00576e-06
562.75,-nan
563,1.08439e-05
563.25,5.75744e-06
563.5,-nan
563.75,3.40784e-05
564,-nan
564.25,0.000341804
564.5,1
564.75,0.000452566
565,4.76647e-06
565.25,0.000563563
565.5,0.00117989
565.75,0.00019301
566,-nan
566.25,6.63435e-05
566.5,1
566.75,-nan
567,0.000232269
567.25,3.22131e-06
567.5,6.83302e-06
567.75,3.05651e-05
568,-nan
568.25,-nan
568.5,5.19856e-06
568.75,5.98763e-06
569,3.91901e-05
569.25,0.000310714
569.5,2.40931e-05
569.75,1.65579e-06
570,3.65369e-06
570.25,0.000458254
570.5,2.03244e-06
570.75,-nan
571,-nan
571.25,-nan
571.5,-nan
571.75,2.39991e-06
572,1.25936e-06
572.25,4.73097e-06
572.5,1.02659e-06
572.75,6.56647e-06
573,1
573.25,-nan
573.5,-nan
573.75,1.2018e-05
574,6.70154e-06
574.25,0.00145839
574.5,0.000243859
574.75,1.98587e-06
575,5.22316e-06
575.25,2.78422e-06
575.5,-nan
575.75,-nan
576,-nan
576.25,6.2034e-07
576.5,-nan
576.75,0.00335945
577,-nan
577.25,4.22636e-06
577.5,-nan
577.75,2.30016e-05
578,-nan
578.25,-nan
578.5,2.05952e-06
578.75,5.44075e-06
579,0.00114648
579.25,1.01334e-05
579.5,1
579.75,-nan
580,1.65409e-06
580.25,-nan
580.5,4.67715e-06
580.75,-nan
581,-nan
581.25,0.000555538
581.5,1.54238e-06
581.75,3.61192e-06
582,8.05184e-07
582.25,-nan
582.5,-nan
582.75,-nan
583,-nan
583.25,-nan
583.5,-nan
583.75,-nan
584,-nan
584.25,-nan
584.5,-nan
584.75,-nan
585,-nan
585.25,-nan
585.5,1.2456e-06
585.75,-nan
586,-nan
586.25,-nan
586.5,4.54859e-06
586.75,-nan
587,-nan
587.25,-nan
587.5,-nan
587.75,-nan
588,-nan
588.25,-nan
588.5,-nan
588.75,-nan
589,1.20181e-06
589.25,6.68919e-06
589.5,-nan
589.75,-nan
590,-nan
590.25,-nan
590.5,-nan
590.75,-nan
591,-nan
591.25,-nan
591.5,-nan
591.75,-nan
592,-nan
592.25,-nan
592.5,-nan
592.75,-nan
593,-nan
593.25,-nan
593.5,-nan
593.75,-nan
594,-nan
594.25,-nan
594.5,-nan
594.75,-nan
595,-nan
595.25,-nan
595.5,-nan
595.75,1.90077e-05
596,-nan
596.25,1.24384e-05
596.5,4.99317e-07
596.75,2.20025e-05
597,6.14681e-06
597.25,1.51754e-06
597.5,-nan
597.75,-nan
598,-nan
598.25,-nan
598.5,-nan
598.75,-nan
599,4.87623e-07
599.25,-nan
599.5,-nan
599.75,-nan
