Time,susceptible_lambda_C
415,2.06111
415.25,2.12835
415.5,2.32907
415.75,2.03334
416,2.16181
416.25,2.30247
416.5,2.73976
416.75,2.80886
417,2.66291
417.25,2.75218
417.5,2.94052
417.75,3.42142
418,4.0134
418.25,3.9641
418.5,4.50777
418.75,4.20655
419,4.53415
419.25,4.76656
419.5,4.40057
419.75,3.62658
420,3.01842
420.25,3.36636
420.5,3.94538
420.75,3.53583
421,3.14261
421.25,3.45717
421.5,3.94426
421.75,3.45933
422,3.22965
422.25,3.42238
422.5,3.5169
422.75,3.25626
423,3.04921
423.25,2.54574
423.5,2.86173
423.75,2.65821
424,2.62556
424.25,3.45391
424.5,3.49344
424.75,2.96575
425,3.0812
425.25,2.64542
425.5,2.26461
425.75,2.4559
426,2.69559
426.25,2.39846
426.5,2.84111
426.75,3.99103
427,3.65824
427.25,4.01947
427.5,4.02716
427.75,3.92658
428,3.41469
428.25,2.092
428.5,2.75109
428.75,2.99586
429,3.01074
429.25,3.22656
429.5,3.35465
429.75,2.52069
430,2.48746
430.25,2.5061
430.5,2.28153
430.75,2.49374
431,2.21478
431.25,2.49164
431.5,2.30511
431.75,2.46023
432,2.3586
432.25,2.77799
432.5,2.54079
432.75,2.29165
433,2.43302
433.25,2.70447
433.5,2.8014
433.75,2.91717
434,2.90775
434.25,2.90899
434.5,2.95354
434.75,2.52971
435,2.44931
435.25,2.80676
435.5,3.18237
435.75,3.70159
436,4.19556
436.25,4.30288
436.5,4.38852
436.75,5.14031
437,3.67676
437.25,2.98659
437.5,3.18044
437.75,2.99903
438,3.47843
438.25,3.2548
438.5,2.94639
438.75,2.80719
439,2.59867
439.25,2.73753
439.5,3.07636
439.75,2.94488
440,2.65817
440.25,2.53159
440.5,2.14143
440.75,2.17726
441,2.02432
441.25,1.77672
441.5,1.93927
441.75,1.79911
442,2.02221
442.25,1.87191
442.5,1.95764
442.75,1.63695
443,1.74112
443.25,1.63207
443.5,1.65366
443.75,1.68996
444,1.48373
444.25,1.69884
444.5,2.82459
444.75,2.92115
445,3.04269
445.25,2.74305
445.5,2.30231
445.75,2.57241
446,2.58508
446.25,2.70296
446.5,2.84013
446.75,2.62849
447,2.32195
447.25,2.32807
447.5,3.39266
447.75,3.68009
448,2.59675
448.25,2.66893
448.5,2.33404
448.75,2.06191
449,2.23403
449.25,2.34457
449.5,2.31023
449.75,2.35081
450,2.28949
450.25,2.10888
450.5,2.4632
450.75,2.86599
451,2.92459
451.25,2.94207
451.5,2.83046
451.75,2.78248
452,2.6044
452.25,2.8071
452.5,3.05217
452.75,3.09949
453,2.50737
453.25,2.43448
453.5,2.18985
453.75,2.24015
454,2.03388
454.25,1.6968
454.5,1.34075
454.75,1.40953
455,1.27065
455.25,1.27454
455.5,1.31588
455.75,2.26484
456,1.99668
456.25,2.10353
456.5,1.99962
456.75,1.21794
457,1.23907
457.25,1.76198
457.5,1.8491
457.75,1.6814
458,1.48667
458.25,1.62944
458.5,1.4546
458.75,1.35087
459,1.36004
459.25,0.825634
459.5,0.767808
459.75,0.981069
460,1.66487
460.25,0.952103
460.5,1.04361
460.75,1.03746
461,1.18357
461.25,2.50248
461.5,1.32839
461.75,1.64697
462,2.25895
462.25,1.91681
462.5,2.13824
462.75,1.93594
463,1.26134
463.25,1.34404
463.5,0.798745
463.75,0.928513
464,0.823258
464.25,1.15035
464.5,1.07125
464.75,1.32676
465,1.58291
465.25,1.5698
465.5,1.73294
465.75,2.05817
466,1.56867
466.25,1.47847
466.5,1.20392
466.75,0.765809
467,0.900915
467.25,1.01537
467.5,0.678191
467.75,0.761276
468,0.905704
468.25,0.813239
468.5,1.08713
468.75,1.27296
469,1.47116
469.25,1.49116
469.5,1.20818
469.75,1.09805
470,1.14008
470.25,1.02639
470.5,0.778266
470.75,0.650666
471,0.649188
471.25,0.582545
471.5,0.546321
471.75,0.532729
472,0.737305
472.25,0.760732
472.5,0.584548
472.75,0.588239
473,0.97937
473.25,1.00042
473.5,0.96559
473.75,1.25575
474,1.2728
474.25,1.24592
474.5,1.22985
474.75,1.15869
475,1.36635
475.25,1.28207
475.5,1.22252
475.75,1.22176
476,1.00512
476.25,1.0054
476.5,1.30063
476.75,1.43343
477,1.55069
477.25,1.63282
477.5,1.50307
477.75,1.05195
478,0.985577
478.25,0.75655
478.5,0.400799
478.75,0.432892
479,0.321607
479.25,0.320466
479.5,0.314502
479.75,0.560505
480,0.532486
480.25,0.534074
480.5,0.540572
480.75,0.569835
481,0.556456
481.25,0.562055
481.5,0.577496
481.75,0.636962
482,0.82406
482.25,0.787305
482.5,0.725359
482.75,0.713331
483,0.369866
483.25,0.546236
483.5,0.590248
483.75,0.538542
484,0.742072
484.25,0.94788
484.5,0.860121
484.75,0.999861
485,1.0149
485.25,0.790825
485.5,0.704868
485.75,0.878973
486,0.892369
486.25,0.891954
486.5,1.064
486.75,1.06471
487,0.930945
487.25,0.902861
487.5,0.287252
487.75,0.725615
488,0.855895
488.25,0.868832
488.5,0.882786
488.75,0.873933
489,0.873884
489.25,0.90033
489.5,0.94521
489.75,0.817557
490,0.825632
490.25,0.830929
490.5,0.826089
490.75,0.823981
491,0.811214
491.25,0.742989
491.5,1.17956
491.75,1.30056
492,1.50051
492.25,0.959925
492.5,0.952153
492.75,1.27606
493,1.27793
493.25,1.26234
493.5,1.31304
493.75,0.706014
494,0.843315
494.25,1.07556
494.5,1.17359
494.75,1.32426
495,1.323
495.25,1.24861
495.5,1.5602
495.75,1.30382
496,1.28755
496.25,1.29794
496.5,1.19587
496.75,1.09028
497,1.04301
497.25,1.03385
497.5,1.02597
497.75,0.977576
498,0.939689
498.25,0.962792
498.5,0.877739
498.75,0.981683
499,0.879397
499.25,0.909311
499.5,0.905287
499.75,1.15553
500,1.14401
500.25,1.20607
500.5,1.2773
500.75,1.0057
501,0.661518
501.25,1.59588
501.5,1.47054
501.75,1.98309
502,1.96419
502.25,2.19977
502.5,2.36014
502.75,0.960801
503,1.30653
503.25,1.30097
503.5,1.36225
503.75,1.4271
504,2.0288
504.25,1.94332
504.5,2.08651
504.75,2.22877
505,2.2651
505.25,1.80076
505.5,1.62039
505.75,1.97678
506,1.77418
506.25,1.71666
506.5,1.8237
506.75,2.76863
507,2.80291
507.25,3.11754
507.5,2.98238
507.75,2.07552
508,2.32902
508.25,2.43833
508.5,2.46906
508.75,2.67934
509,2.72001
509.25,2.33157
509.5,2.35459
509.75,3.41723
510,3.2673
510.25,3.26059
510.5,3.58505
510.75,3.6048
511,3.97518
511.25,4.05048
511.5,3.6853
511.75,3.84474
512,3.94439
512.25,3.78878
512.5,3.75878
512.75,3.85772
513,4.36267
513.25,4.6823
513.5,4.77017
513.75,4.84817
514,4.63617
514.25,4.51048
514.5,4.63366
514.75,4.15642
515,4.34848
515.25,4.58182
515.5,5.12754
515.75,4.85185
516,4.90957
516.25,3.18469
516.5,2.5776
516.75,2.65122
517,2.62287
517.25,2.42414
517.5,3.07592
517.75,3.19062
518,3.30193
518.25,3.93531
518.5,2.95822
518.75,3.0324
519,2.86706
519.25,2.55883
519.5,2.67835
519.75,2.58609
520,2.41557
520.25,2.1525
520.5,3.4877
520.75,3.6064
521,2.86807
521.25,2.88219
521.5,2.91471
521.75,3.6651
522,2.29922
522.25,2.08204
522.5,2.41508
522.75,2.33467
523,2.43632
523.25,2.04733
523.5,2.17529
523.75,2.45119
524,1.59692
524.25,1.68437
524.5,1.65908
524.75,2.11397
525,2.09122
525.25,2.26127
525.5,2.27486
525.75,2.56086
526,2.13616
526.25,1.84436
526.5,1.22988
526.75,1.19356
527,1.37353
527.25,1.42551
527.5,1.39165
527.75,1.95481
528,1.90651
528.25,2.3391
528.5,2.239
528.75,2.13815
529,2.45158
529.25,1.77113
529.5,1.84307
529.75,1.77925
530,1.78023
530.25,1.41872
530.5,1.4164
530.75,1.42396
531,1.44304
531.25,1.45804
531.5,1.50194
531.75,0.902174
532,0.77472
532.25,0.802828
532.5,0.77535
532.75,0.709356
533,1.02831
533.25,1.42558
533.5,1.42758
533.75,1.02931
534,1.00194
534.25,1.15129
534.5,1.28626
534.75,1.59127
535,2.05285
535.25,2.15349
535.5,2.44449
535.75,2.38205
536,1.96908
536.25,1.81234
536.5,1.24592
536.75,1.07261
537,1.08562
537.25,0.906008
537.5,0.900828
537.75,0.829312
538,1.19752
538.25,1.22476
538.5,1.23478
538.75,1.19503
539,1.18544
539.25,0.997681
539.5,0.974805
539.75,1.04788
540,1.49401
540.25,1.63646
540.5,1.16176
540.75,1.12387
541,0.867029
541.25,0.924248
541.5,1.26656
541.75,1.41792
542,1.47533
542.25,1.2058
542.5,0.714755
542.75,0.337534
543,0.274146
543.25,0.262868
543.5,0.240154
543.75,0.231688
544,0.219792
544.25,0.342727
544.5,0.265473
544.75,0.302905
545,0.324793
545.25,0.323489
545.5,0.205104
545.75,0.257591
546,0.490005
546.25,0.534568
546.5,0.631747
546.75,0.634551
547,0.597283
547.25,0.625005
547.5,0.625718
547.75,0.620156
548,1.02255
548.25,1.08801
548.5,1.08729
548.75,0.987147
549,1.28032
549.25,1.44896
549.5,1.42283
549.75,1.47646
550,1.45548
550.25,1.28509
550.5,1.28337
550.75,1.38953
551,1.28836
551.25,0.78538
551.5,0.761817
551.75,0.641908
552,0.643181
552.25,0.609747
552.5,0.627733
552.75,0.6369
553,0.691238
553.25,0.336594
553.5,0.269894
553.75,0.697605
554,0.70613
554.25,0.669348
554.5,0.715511
554.75,0.729349
555,1.14097
555.25,1.1517
555.5,1.63965
555.75,1.67837
556,1.39278
556.25,1.52672
556.5,0.926335
556.75,1.06273
557,1.0845
557.25,0.576886
557.5,0.577012
557.75,0.554816
558,0.570846
558.25,0.866104
558.5,0.753013
558.75,0.612763
559,0.660081
559.25,0.807105
559.5,0.7444
559.75,0.727127
560,0.747085
560.25,0.594778
560.5,0.593146
560.75,0.593147
561,0.588778
561.25,0.643885
561.5,0.668553
561.75,0.447431
562,0.436323
562.25,0.426341
562.5,0.419433
562.75,0.50378
563,0.558124
563.25,0.901209
563.5,1.48828
563.75,1.67761
564,1.63129
564.25,1.6359
564.5,1.79658
564.75,1.31429
565,1.31428
565.25,1.32539
565.5,0.921272
565.75,0.918465
566,0.918543
566.25,0.944942
566.5,0.897447
566.75,0.886443
567,0.890742
567.25,1.00621
567.5,1.02593
567.75,0.969956
568,1.0376
568.25,1.09102
568.5,1.04613
568.75,1.07928
569,1.65293
569.25,1.61649
569.5,1.60793
569.75,1.53608
570,1.23922
570.25,0.348803
570.5,0.294636
570.75,0.294629
571,0.351829
571.25,0.38349
571.5,0.39041
571.75,0.578339
572,0.510952
572.25,0.616691
572.5,0.649164
572.75,0.696569
573,0.530281
573.25,0.590041
573.5,0.601745
573.75,0.623882
574,0.585929
574.25,0.618871
574.5,0.613608
574.75,0.706546
575,0.568661
575.25,0.234514
575.5,0.343375
575.75,0.352875
576,0.364214
576.25,0.362888
576.5,0.347568
576.75,0.414871
577,0.36855
577.25,0.368558
577.5,0.391315
577.75,0.430192
578,0.528254
578.25,0.528254
578.5,0.495104
578.75,0.550075
579,0.549269
579.25,0.549265
579.5,0.549264
579.75,0.265595
580,0.324821
580.25,0.326062
580.5,0.332983
580.75,0.307368
581,0.397063
581.25,0.393472
581.5,0.335159
581.75,0.125377
582,0.0918216
582.25,0.0851905
582.5,0.0501927
582.75,0.0501927
583,0.0501927
583.25,0.0354573
583.5,0.0349706
583.75,0.0349706
584,0.0813517
584.25,0.122933
584.5,0.125054
584.75,0.219642
585,0.219618
585.25,0.189853
585.5,0.195343
585.75,0.195343
586,0.195343
586.25,0.219163
586.5,0.204542
586.75,0.139377
587,0.140474
587.25,0.072271
587.5,0.0730247
587.75,0.0625862
588,0.0625829
588.25,0.168536
588.5,0.166499
588.75,0.182079
589,0.182078
589.25,0.18348
589.5,0.18348
589.75,0.0319756
590,0.0318778
590.25,0.0318778
590.5,0.0326142
590.75,0.0326142
591,0.0323466
591.25,0.0323466
591.5,0.0301375
591.75,0.0229917
592,0.0229917
592.25,0.0167794
592.5,0.0167794
592.75,0.0166509
593,0.0166509
593.25,0.0178201
593.5,0.0184047
593.75,0.00929069
594,0.0130595
594.25,0.0130595
594.5,0.0130595
594.75,0.013059
595,0.00288436
595.25,0.00288436
595.5,0.143267
595.75,0.143267
596,0.143267
596.25,0.213458
596.5,0.212327
596.75,0.212326
597,0.212325
597.25,0.022811
597.5,0.022811
597.75,0.022811
598,0.097927
598.25,0.097927
598.5,0.097927
598.75,0.186609
599,0.135485
599.25,0.135485
599.5,0.135485
599.75,0.0340783
