Time,susceptible_lambda_W
438.25,11.7789
438.5,10.2025
438.75,10.228
439,8.39256
439.25,8.63778
439.5,10.3603
439.75,10.7727
440,8.32802
440.25,8.43276
440.5,6.69851
440.75,6.92822
441,6.4475
441.25,6.35768
441.5,7.05048
441.75,6.88142
442,8.70612
442.25,8.60603
442.5,9.05001
442.75,7.17321
443,8.06006
443.25,6.43857
443.5,5.88409
443.75,5.59241
444,3.90365
444.25,4.96604
444.5,6.91389
444.75,9.31381
445,10.7415
445.25,11.4265
445.5,6.91583
445.75,8.02439
446,7.95561
446.25,6.40587
446.5,7.11519
446.75,6.41378
447,4.73915
447.25,6.337
447.5,8.60898
447.75,10.0153
448,6.89062
448.25,6.74053
448.5,5.98442
448.75,3.38691
449,3.38681
449.25,3.55282
449.5,3.63056
449.75,3.89826
450,6.509
450.25,6.24634
450.5,8.3699
450.75,10.1385
451,10.6511
451.25,10.8144
451.5,9.31976
451.75,9.37752
452,10.0946
452.25,10.77
452.5,12.4088
452.75,13.967
453,11.274
453.25,11.6337
453.5,8.79357
453.75,8.02417
454,8.32318
454.25,8.38934
454.5,7.28825
454.75,7.1441
455,6.55063
455.25,6.19446
455.5,5.76863
455.75,11.1623
456,10.3872
456.25,11.1099
456.5,10.5733
456.75,5.00752
457,5.00635
457.25,6.23921
457.5,6.534
457.75,5.70726
458,5.76344
458.25,4.95469
458.5,5.80373
458.75,5.27963
459,5.09779
459.25,3.60075
459.5,1.80569
459.75,4.16187
460,6.05795
460.25,4.27466
460.5,4.37501
460.75,4.8199
461,5.34254
461.25,7.48383
461.5,6.49502
461.75,7.36128
462,10.3454
462.25,8.5435
462.5,8.87551
462.75,7.37722
463,5.25981
463.25,5.83188
463.5,4.22413
463.75,5.28652
464,4.31703
464.25,6.24118
464.5,5.69272
464.75,5.63132
465,6.18695
465.25,6.77693
465.5,7.25397
465.75,8.05037
466,5.66697
466.25,4.81173
466.5,3.93644
466.75,1.86545
467,1.89283
467.25,2.37111
467.5,1.83183
467.75,2.49271
468,3.06376
468.25,2.82403
468.5,3.64479
468.75,5.72368
469,8.547
469.25,8.7911
469.5,9.77419
469.75,8.35359
470,8.60255
470.25,7.59434
470.5,3.11976
470.75,2.79923
471,2.79359
471.25,1.90833
471.5,1.89589
471.75,2.05821
472,2.80954
472.25,2.8355
472.5,2.47065
472.75,2.50691
473,4.83834
473.25,4.78563
473.5,4.45891
473.75,5.43686
474,5.46486
474.25,5.06191
474.5,5.00015
474.75,5.18668
475,6.06999
475.25,5.9534
475.5,5.79947
475.75,5.79947
476,4.28018
476.25,4.26729
476.5,4.32024
476.75,5.82035
477,6.12474
477.25,6.11545
477.5,5.87619
477.75,3.41975
478,2.19616
478.25,1.4069
478.5,0.697328
478.75,0.947444
479,0.94174
479.25,0.934571
479.5,0.910392
479.75,3.09303
480,3.02624
480.25,2.93366
480.5,2.91148
480.75,2.09944
481,1.93325
481.25,1.98713
481.5,2.44349
481.75,2.42006
482,2.94688
482.25,2.63215
482.5,1.95339
482.75,1.97405
483,0.952509
483.25,1.84981
483.5,2.06243
483.75,1.83865
484,5.34476
484.25,5.5337
484.5,6.52002
484.75,7.13794
485,6.91922
485.25,3.71418
485.5,2.04025
485.75,0.75985
486,0.92103
486.25,0.908962
486.5,0.932015
486.75,0.938825
487,0.112507
487.25,0.843007
487.5,0.814162
487.75,2.27035
488,2.42271
488.25,2.4034
488.5,2.65383
488.75,2.62874
489,2.62208
489.25,2.82206
489.5,2.51951
489.75,1.89882
490,1.96535
490.25,1.98544
490.5,1.96863
490.75,1.94703
491,1.87907
491.25,1.89338
491.5,4.25814
491.75,5.10983
492,5.73567
492.25,2.72898
492.5,2.69707
492.75,6.95798
493,6.97172
493.25,6.78876
493.5,7.02993
493.75,5.54268
494,6.39256
494.25,8.0901
494.5,8.20667
494.75,9.06449
495,9.11552
495.25,8.18982
495.5,9.53769
495.75,8.21198
496,7.96534
496.25,8.06569
496.5,5.08831
496.75,6.71922
497,6.54607
497.25,6.45033
497.5,6.54701
497.75,6.20529
498,5.37526
498.25,5.44723
498.5,4.92024
498.75,6.2578
499,3.78976
499.25,3.90041
499.5,3.94477
499.75,4.54934
500,4.51379
500.25,4.92836
500.5,5.17321
500.75,3.91791
501,2.57856
501.25,5.14429
501.5,4.62435
501.75,6.1665
502,6.13672
502.25,8.62469
502.5,10.2184
502.75,5.54929
503,7.13061
503.25,6.45508
503.5,6.46305
503.75,6.68753
504,7.05701
504.25,6.84414
504.5,7.98279
504.75,12.1283
505,11.9799
505.25,6.30098
505.5,4.40573
505.75,5.03691
506,4.63032
506.25,4.74402
506.5,5.28259
506.75,5.896
507,6.27555
507.25,8.61968
507.5,8.07158
507.75,8.28055
508,9.7491
508.25,10.5672
508.5,10.2149
508.75,11.4646
509,11.168
509.25,8.26461
509.5,8.61536
509.75,12.0448
510,10.4846
510.25,10.4253
510.5,13.0102
510.75,12.1527
511,15.9051
511.25,15.5016
511.5,11.9569
511.75,12.6925
512,13.7818
512.25,13.4702
512.5,12.9571
512.75,11.2022
513,11.651
513.25,12.5197
513.5,12.9012
513.75,12.1986
514,11.3413
514.25,12.1273
514.5,12.4702
514.75,11.376
515,11.9643
515.25,14.1256
515.5,16.2066
515.75,15.6642
516,15.6199
516.25,11.5344
516.5,9.02802
516.75,8.75073
517,9.84943
517.25,8.82753
517.5,11.8626
517.75,13.0816
518,13.012
518.25,16.9259
518.5,14.1223
518.75,13.4579
519,13.4901
519.25,7.58747
519.5,8.96209
519.75,11.0328
520,8.52002
520.25,8.82802
520.5,14.7547
520.75,14.7995
521,14.6558
521.25,14.2691
521.5,14.6984
521.75,14.232
522,8.8707
522.25,7.37705
522.5,8.65299
522.75,8.76736
523,9.30038
523.25,7.86852
523.5,7.7687
523.75,8.3938
524,5.70573
524.25,6.04773
524.5,5.81568
524.75,7.55646
525,7.82832
525.25,8.54394
525.5,9.2329
525.75,10.3834
526,8.83103
526.25,6.94089
526.5,5.3898
526.75,5.65426
527,7.43731
527.25,7.46275
527.5,6.45456
527.75,7.4364
528,6.46176
528.25,7.72629
528.5,7.80965
528.75,7.98922
529,9.59948
529.25,9.13032
529.5,9.59026
529.75,7.95954
530,7.53538
530.25,5.05006
530.5,4.95356
530.75,5.7335
531,5.93405
531.25,6.2376
531.5,3.73862
531.75,1.54826
532,1.75498
532.25,1.9944
532.5,1.95588
532.75,1.45182
533,2.17766
533.25,3.88148
533.5,5.25151
533.75,3.89963
534,3.71051
534.25,3.69493
534.5,3.12154
534.75,4.54861
535,7.05016
535.25,7.1649
535.5,8.27254
535.75,8.63839
536,6.43525
536.25,7.07163
536.5,4.55115
536.75,3.43283
537,3.98766
537.25,2.95433
537.5,2.99042
537.75,2.81019
538,2.83168
538.25,3.89445
538.5,4.02064
538.75,3.91507
539,10.6
539.25,5.45741
539.5,5.06299
539.75,6.22301
540,9.0394
540.25,10.2852
540.5,7.76907
540.75,5.19181
541,4.30055
541.25,4.86212
541.5,6.38392
541.75,6.6032
542,7.48554
542.25,4.90382
542.5,2.05423
542.75,1.50451
543,0.920246
543.25,1.04447
543.5,1.19764
543.75,1.00506
544,0.836181
544.25,2.67098
544.5,2.54757
544.75,3.05537
545,3.34037
545.25,2.72637
545.5,1.17084
545.75,1.68942
546,1.14436
546.25,1.38549
546.5,3.08594
546.75,2.56822
547,2.3494
547.25,2.5668
547.5,2.56902
547.75,2.63313
548,3.60119
548.25,3.95807
548.5,3.81988
548.75,3.0416
549,4.37999
549.25,5.10477
549.5,4.6472
549.75,4.69551
550,3.83678
550.25,3.25433
550.5,3.18083
550.75,3.19384
551,3.13324
551.25,1.74923
551.5,1.40789
551.75,0.832695
552,0.770173
552.25,0.815764
552.5,1.08577
552.75,1.10069
553,1.05773
553.25,0.428344
553.5,0.428556
553.75,4.14479
554,4.1685
554.25,3.64891
554.5,3.76005
554.75,3.74391
555,4.6871
555.25,4.64526
555.5,5.72499
555.75,5.73232
556,4.97903
556.25,6.14912
556.5,4.2099
556.75,4.68556
557,5.22704
557.25,1.34872
557.5,1.34872
557.75,2.59742
558,2.89803
558.25,3.50007
558.5,3.49526
558.75,1.04362
559,1.02988
559.25,2.27091
559.5,1.83178
559.75,1.77251
560,2.05498
560.25,1.20624
560.5,1.20905
560.75,1.20904
561,1.06654
561.25,1.38351
561.5,1.36795
561.75,0.614799
562,0.523626
562.25,0.443638
562.5,0.443638
562.75,1.16949
563,1.16649
563.25,0.442779
563.5,2.08775
563.75,2.03712
564,2.03712
564.25,2.03273
564.5,2.61839
564.75,2.61387
565,2.6051
565.25,2.60017
565.5,2.03356
565.75,1.99542
566,1.99651
566.25,2.66206
566.5,2.99887
566.75,3.55669
567,3.5655
567.25,4.57958
567.5,4.66176
567.75,3.15991
568,3.25176
568.25,3.71335
568.5,3.17362
568.75,3.27002
569,4.00161
569.25,3.98775
569.5,3.84495
569.75,3.53086
570,3.60039
570.25,1.25706
570.5,0.795261
570.75,0.795249
571,0.755777
571.25,1.42746
571.5,1.42746
571.75,2.40005
572,1.38478
572.25,1.67164
572.5,2.24129
572.75,2.53618
573,1.72849
573.25,2.11697
573.5,2.23949
573.75,2.86509
574,2.46296
574.25,4.43374
574.5,4.37148
574.75,4.66242
575,3.41535
575.25,0.748529
575.5,0.928113
575.75,0.944563
576,0.944563
576.25,0.954761
576.5,1.77642
576.75,1.96167
577,1.6991
577.25,1.6992
577.5,1.77249
577.75,1.08232
578,1.48634
578.25,1.48634
578.5,1.43393
578.75,1.13958
579,1.13652
579.25,1.13574
579.5,1.13574
579.75,1.23618
580,1.51726
580.25,1.51726
580.5,1.51726
580.75,1.62421
581,1.98426
581.25,1.97899
581.5,2.32472
581.75,1.5868
582,1.04546
582.25,1.0831
582.5,0.156608
582.75,0.156607
583,0.156607
583.25,0.0440734
583.5,0.0440734
583.75,0.0440734
584,0.106671
584.25,0.419852
584.5,0.514302
584.75,1.32632
585,1.32632
585.25,0.857007
585.5,0.857007
585.75,0.857007
586,0.857007
586.25,0.857007
586.5,0.842284
586.75,0.0505644
587,0.0630183
587.25,0.0630364
587.5,0.0699503
587.75,0.0699503
588,0.0699381
588.25,1.41147
588.5,1.39071
588.75,2.08242
589,2.07807
589.25,2.10786
589.5,2.10786
589.75,0.0414321
590,0.0414321
590.25,0.0414321
590.5,0.0589621
590.75,0.0589621
591,0.0525898
591.25,0.0525898
591.5,0
591.75,0
592,0
592.25,0
592.5,0
592.75,0
593,0
593.25,0.0145106
593.5,0.0217659
593.75,0.0796282
594,0.10856
594.25,0.10856
594.5,0.10856
594.75,0.108559
595,0.0217659
595.25,0.0217659
595.5,1.76082
595.75,1.73908
596,1.73908
596.25,2.56513
596.5,2.56513
596.75,2.53252
597,2.4347
597.25,0.0217659
597.5,0.0217659
597.75,0.0217659
598,0.48186
598.25,0.48186
598.5,0.48186
598.75,1.2851
599,0.692999
599.25,0.692999
599.5,0.692999
599.75,0.0217659
