Time,susceptible_lambda_H
432,4.96641
432.25,4.13078
432.5,5.57887
432.75,6.90774
433,6.32992
433.25,12.6483
433.5,11.9321
433.75,11.3668
434,9.77998
434.25,10.0416
434.5,7.2467
434.75,6.79139
435,7.19305
435.25,7.55119
435.5,11.0364
435.75,13.0625
436,12.2457
436.25,21.123
436.5,8.80962
436.75,6.98083
437,7.31689
437.25,9.36919
437.5,5.97598
437.75,6.67667
438,13.9647
438.25,9.45233
438.5,10.4053
438.75,10.0201
439,7.63615
439.25,7.74176
439.5,12.4071
439.75,10.194
440,8.37179
440.25,7.63911
440.5,7.64646
440.75,7.0147
441,6.18362
441.25,5.49832
441.5,8.13769
441.75,7.16554
442,6.75626
442.25,12.5698
442.5,11.2164
442.75,10.107
443,10.0412
443.25,9.43138
443.5,7.11079
443.75,7.12394
444,4.45185
444.25,4.78607
444.5,10.3561
444.75,11.2545
445,4.96009
445.25,9.23682
445.5,7.70876
445.75,7.18359
446,7.67052
446.25,6.95361
446.5,6.24148
446.75,6.31498
447,8.41583
447.25,4.01763
447.5,5.39272
447.75,6.11918
448,5.17924
448.25,5.9019
448.5,4.69932
448.75,4.60063
449,7.73413
449.25,8.49315
449.5,7.57148
449.75,7.71747
450,7.31655
450.25,6.30126
450.5,10.1466
450.75,10.4045
451,8.81022
451.25,3.94014
451.5,3.71434
451.75,3.49268
452,4.77063
452.25,4.42495
452.5,8.40811
452.75,7.48159
453,3.90336
453.25,5.00322
453.5,4.38268
453.75,8.45011
454,6.42383
454.25,5.90824
454.5,7.11647
454.75,6.92823
455,5.09364
455.25,5.1379
455.5,6.58425
455.75,7.52557
456,9.03364
456.25,8.16925
456.5,7.64766
456.75,7.69269
457,7.60789
457.25,11.0714
457.5,9.28164
457.75,7.30741
458,6.6867
458.25,10.966
458.5,9.49284
458.75,7.5108
459,7.44405
459.25,5.15124
459.5,4.18847
459.75,3.53277
460,9.47184
460.25,3.5579
460.5,3.34976
460.75,3.01177
461,2.76529
461.25,6.58856
461.5,6.65058
461.75,6.91809
462,9.94019
462.25,8.87767
462.5,9.99818
462.75,9.58729
463,6.85767
463.25,4.45526
463.5,4.52523
463.75,5.01157
464,4.36596
464.25,6.29516
464.5,4.90682
464.75,3.12061
465,3.58868
465.25,3.14876
465.5,3.93654
465.75,4.03721
466,3.05104
466.25,3.00592
466.5,4.37503
466.75,3.72951
467,3.83626
467.25,2.67434
467.5,2.201
467.75,2.35612
468,4.19099
468.25,3.42462
468.5,4.30412
468.75,6.88296
469,5.04549
469.25,4.70597
469.5,4.01897
469.75,3.48719
470,3.84464
470.25,2.75964
470.5,2.80593
470.75,3.04229
471,2.90866
471.25,1.83896
471.5,1.59775
471.75,2.26147
472,3.5797
472.25,4.23453
472.5,3.38447
472.75,3.16778
473,2.9169
473.25,3.48943
473.5,2.5983
473.75,4.58257
474,4.38993
474.25,4.1685
474.5,3.6447
474.75,3.68282
475,4.4097
475.25,3.55155
475.5,3.583
475.75,3.58407
476,3.05226
476.25,2.87365
476.5,2.66795
476.75,2.21706
477,2.21706
477.25,2.7906
477.5,2.76602
477.75,2.33161
478,2.61842
478.25,2.62388
478.5,2.55091
478.75,2.62363
479,2.18713
479.25,1.56125
479.5,1.47772
479.75,8.51815
480,4.48982
480.25,4.45791
480.5,3.38887
480.75,2.12246
481,2.04404
481.25,2.08391
481.5,2.44399
481.75,2.93817
482,3.50486
482.25,3.4127
482.5,3.17625
482.75,3.18879
483,2.56726
483.25,3.45687
483.5,3.21055
483.75,0.52508
484,2.06598
484.25,4.08964
484.5,5.47057
484.75,6.7409
485,6.44948
485.25,5.84319
485.5,3.93097
485.75,5.49066
486,5.8395
486.25,3.46059
486.5,3.64049
486.75,2.13271
487,2.13271
487.25,2.74425
487.5,2.7305
487.75,4.50008
488,2.09044
488.25,2.34872
488.5,2.57822
488.75,2.85562
489,2.07755
489.25,2.10687
489.5,1.67659
489.75,1.4696
490,1.4696
490.25,1.51992
490.5,1.43404
490.75,1.43403
491,0.596667
491.25,0.594469
491.5,5.2994
491.75,5.40437
492,6.36384
492.25,0.349046
492.5,0.245763
492.75,3.44039
493,2.16437
493.25,2.1209
493.5,2.97315
493.75,1.85241
494,1.93597
494.25,2.3783
494.5,1.75458
494.75,1.4976
495,1.43494
495.25,1.17478
495.5,2.46739
495.75,3.57254
496,2.3169
496.25,2.11861
496.5,1.76244
496.75,1.83548
497,2.27941
497.25,2.30458
497.5,2.52191
497.75,1.73285
498,1.74155
498.25,1.38811
498.5,1.61339
498.75,1.74743
499,1.64717
499.25,1.80131
499.5,1.90606
499.75,2.82692
500,2.28562
500.25,2.70241
500.5,2.95901
500.75,2.93693
501,2.88829
501.25,12.4212
501.5,5.30161
501.75,2.15384
502,1.72322
502.25,3.80288
502.5,8.00614
502.75,8.53808
503,13.6889
503.25,8.39568
503.5,6.59001
503.75,7.54356
504,12.9332
504.25,11.8597
504.5,11.375
504.75,15.7716
505,12.1463
505.25,7.13195
505.5,5.5987
505.75,5.71511
506,5.71511
506.25,5.26109
506.5,5.98368
506.75,15.9575
507,16.0325
507.25,15.0958
507.5,14.2242
507.75,8.06231
508,9.25196
508.25,9.72373
508.5,8.23582
508.75,9.28066
509,10.1115
509.25,9.21836
509.5,8.86285
509.75,7.73234
510,6.42155
510.25,7.73775
510.5,10.0127
510.75,6.46438
511,5.28732
511.25,5.7394
511.5,4.94962
511.75,7.72008
512,7.10411
512.25,4.99778
512.5,5.20718
512.75,6.68724
513,11.6267
513.25,12.5752
513.5,14.1066
513.75,9.60424
514,9.45936
514.25,7.99778
514.5,8.97011
514.75,7.00641
515,8.35128
515.25,10.0989
515.5,9.37145
515.75,6.71656
516,7.75759
516.25,5.87803
516.5,5.23546
516.75,6.58865
517,6.51439
517.25,6.02849
517.5,5.80259
517.75,8.74698
518,7.60473
518.25,15.4661
518.5,10.8822
518.75,8.95549
519,9.33121
519.25,9.05828
519.5,6.85066
519.75,10.817
520,10.3881
520.25,6.57902
520.5,16.3803
520.75,11.3191
521,5.32061
521.25,5.7519
521.5,5.50649
521.75,5.88932
522,8.60464
522.25,8.12672
522.5,8.29289
522.75,3.2752
523,2.59683
523.25,2.82854
523.5,3.28247
523.75,4.5163
524,2.11552
524.25,3.43909
524.5,4.11988
524.75,10.9651
525,8.66618
525.25,10.2417
525.5,9.85989
525.75,8.95738
526,4.8254
526.25,4.66321
526.5,4.91952
526.75,4.75484
527,7.74764
527.25,9.45824
527.5,7.73037
527.75,12.7869
528,11.7446
528.25,10.9744
528.5,7.48415
528.75,6.72816
529,8.24206
529.25,9.54892
529.5,11.1965
529.75,7.11008
530,7.05859
530.25,5.47887
530.5,4.372
530.75,4.83831
531,4.25624
531.25,4.33268
531.5,7.32431
531.75,8.04233
532,7.55398
532.25,7.63028
532.5,6.52889
532.75,5.15786
533,5.99056
533.25,6.8871
533.5,2.79357
533.75,2.91296
534,2.46462
534.25,2.34943
534.5,2.84822
534.75,6.57378
535,8.29523
535.25,5.61748
535.5,7.22682
535.75,4.00033
536,3.62938
536.25,3.52458
536.5,1.43641
536.75,1.6647
537,2.42983
537.25,2.21023
537.5,2.49762
537.75,1.84785
538,2.00364
538.25,2.12351
538.5,2.2464
538.75,1.83764
539,1.75041
539.25,1.30782
539.5,1.22671
539.75,0.859726
540,5.8077
540.25,4.246
540.5,4.15544
540.75,4.7422
541,2.74999
541.25,3.39759
541.5,6.41432
541.75,8.25928
542,6.72146
542.25,3.23079
542.5,3.17162
542.75,1.14115
543,1.06073
543.25,1.06191
543.5,1.40365
543.75,1.56346
544,1.4219
544.25,4.83373
544.5,3.56861
544.75,3.76121
545,4.14332
545.25,4.3659
545.5,3.32079
545.75,2.65601
546,1.37324
546.25,1.04851
546.5,4.24492
546.75,1.42454
547,1.41967
547.25,2.10135
547.5,1.766
547.75,2.2347
548,7.8359
548.25,6.18379
548.5,4.10136
548.75,2.66043
549,5.22373
549.25,6.7846
549.5,6.8144
549.75,2.08874
550,2.9143
550.25,4.02939
550.5,4.13112
550.75,4.4735
551,2.89525
551.25,2.62996
551.5,2.04541
551.75,1.59116
552,1.62553
552.25,1.31765
552.5,1.82336
552.75,1.52246
553,2.21253
553.25,2.11141
553.5,1.31749
553.75,7.08911
554,7.003
554.25,1.17239
554.5,1.48764
554.75,1.63406
555,9.87257
555.25,5.74715
555.5,4.56207
555.75,5.17807
556,1.78348
556.25,1.63532
556.5,1.63532
556.75,3.12506
557,3.12506
557.25,3.4704
557.5,3.47082
557.75,5.59754
558,5.65712
558.25,5.01873
558.5,3.89525
558.75,1.73382
559,1.98112
559.25,3.01456
559.5,2.90204
559.75,2.28192
560,2.31384
560.25,1.09063
560.5,1.09805
560.75,1.0984
561,1.18002
561.25,1.5406
561.5,1.5944
561.75,4.88605
562,4.74323
562.25,2.98421
562.5,1.05458
562.75,4.18633
563,3.7151
563.25,2.91392
563.5,2.91392
563.75,3.53051
564,3.53051
564.25,3.66296
564.5,3.68617
564.75,3.24495
565,2.38234
565.25,2.56783
565.5,1.97931
565.75,1.94902
566,1.94934
566.25,2.20833
566.5,1.61486
566.75,1.93409
567,1.9786
567.25,3.09315
567.5,2.39581
567.75,1.77106
568,1.94198
568.25,2.82287
568.5,3.75494
568.75,3.73505
569,5.93903
569.25,6.15553
569.5,6.06858
569.75,5.42766
570,2.99292
570.25,2.07638
570.5,1.2615
570.75,1.26147
571,2.56881
571.25,3.66759
571.5,3.66759
571.75,6.30534
572,3.15046
572.25,2.24601
572.5,1.99574
572.75,1.85181
573,2.38536
573.25,2.79605
573.5,2.79643
573.75,3.11474
574,2.42602
574.25,2.92951
574.5,2.83857
574.75,5.81951
575,4.71566
575.25,1.6064
575.5,2.31682
575.75,2.63013
576,2.6963
576.25,2.30408
576.5,1.73533
576.75,1.90649
577,1.95858
577.25,1.64352
577.5,1.79213
577.75,3.36714
578,4.70183
578.25,4.70183
578.5,4.91735
578.75,4.39001
579,4.39628
579.25,3.96404
579.5,3.96404
579.75,3.86735
580,2.24117
580.25,2.26296
580.5,2.06505
580.75,1.92044
581,2.54695
581.25,2.52735
581.5,1.87304
581.75,0.854518
582,0.549598
582.25,0.549598
582.5,0.474247
582.75,0.474247
583,0.474247
583.25,0.474589
583.5,0.472256
583.75,0.472256
584,0.42315
584.25,0.546954
584.5,0.559529
584.75,0.559591
585,0.559405
585.25,1.01458
585.5,0.958237
585.75,0.958237
586,0.958237
586.25,1.10881
586.5,0.774158
586.75,0.774158
587,0.775726
587.25,0.491193
587.5,0.497159
587.75,0.497159
588,0.497136
588.25,0.757882
588.5,0.753396
588.75,0.928825
589,0.233145
589.25,0.195568
589.5,0.195568
589.75,0.0542213
590,0.0407637
590.25,0.0407637
590.5,0.0580102
590.75,0.0580102
591,0.0517397
591.25,0.0517397
591.5,0
591.75,0
592,0
592.25,0
592.5,0
592.75,0
593,0
593.25,0.0111223
593.5,0.0166835
593.75,0.0166835
594,0.0166835
594.25,0.0166835
594.5,0.0166835
594.75,0.0166835
595,0.0166835
595.25,0.0166835
595.5,1.62297
595.75,1.62297
596,1.62297
596.25,2.42611
596.5,1.2214
596.75,1.2214
597,1.2214
597.25,0.92022
597.5,0.92022
597.75,0.92022
598,0.92022
598.25,0.92022
598.5,0.92022
598.75,1.65056
599,0.0166835
599.25,0.0166835
599.5,0.0166835
599.75,0.0166835
