Time,quarantined_individuals,quarantined_infectious,quarantined_cases
316.75,14133,0,1684
317,14133,0,1684
317.25,14133,0,1684
317.5,14133,0,1684
317.75,14133,0,1684
318,14133,0,1684
318.25,14133,0,1684
318.5,14133,0,1684
318.75,14133,0,1684
319,14133,0,1684
319.25,14133,0,1684
319.5,14133,0,1684
319.75,14133,0,1684
320,14133,0,1684
320.25,14133,0,1684
320.5,14133,0,1684
320.75,14133,0,1684
321,14133,0,1684
321.25,14133,0,1684
321.5,14133,0,1684
321.75,14133,0,1684
322,14133,0,1684
322.25,14133,0,1684
322.5,14133,0,1684
322.75,14133,0,1684
323,14133,0,1684
323.25,14133,0,1684
323.5,14133,0,1684
323.75,14133,0,1684
324,14133,0,1684
324.25,14133,0,1684
324.5,14133,0,1684
324.75,14133,0,1684
325,14133,0,1684
325.25,14133,0,1684
325.5,14133,0,1684
325.75,14133,0,1684
326,14133,0,1684
326.25,14133,0,1684
326.5,14133,0,1684
326.75,14133,0,1684
327,14133,0,1684
327.25,14133,0,1684
327.5,14133,0,1684
327.75,14133,0,1684
328,14133,0,1684
328.25,14133,0,1684
328.5,14133,0,1684
328.75,14133,0,1684
329,14133,0,1684
329.25,14133,0,1684
329.5,14133,0,1684
329.75,14133,0,1684
330,14133,0,1684
330.25,14133,0,1684
330.5,14133,0,1684
330.75,14133,0,1684
331,14133,0,1684
331.25,14133,0,1684
331.5,14133,0,1684
331.75,14133,0,1684
332,14133,0,1684
332.25,14133,0,1684
332.5,14133,0,1684
332.75,14133,0,1684
333,14133,0,1684
333.25,14133,0,1684
333.5,14133,0,1684
333.75,14133,0,1684
334,14133,0,1684
334.25,14133,0,1684
334.5,14133,0,1684
334.75,14133,0,1684
335,14133,0,1684
335.25,14133,0,1684
335.5,14133,0,1684
335.75,14133,0,1684
336,14133,0,1684
336.25,14133,0,1684
336.5,14133,0,1684
336.75,14133,0,1684
337,14133,0,1684
337.25,14133,0,1684
337.5,14133,0,1684
337.75,14133,0,1684
338,14133,0,1684
338.25,14133,0,1684
338.5,14133,0,1684
338.75,14133,0,1684
339,14133,0,1684
339.25,14133,0,1684
339.5,14133,0,1684
339.75,14133,0,1684
340,14133,0,1684
340.25,14133,0,1684
340.5,14133,0,1684
340.75,14133,0,1684
341,14133,0,1684
341.25,14133,0,1684
341.5,14133,0,1684
341.75,14133,0,1684
342,14133,0,1684
342.25,14133,0,1684
342.5,14133,0,1684
342.75,14133,0,1684
343,14133,0,1684
343.25,14133,0,1684
343.5,14133,0,1684
343.75,14133,0,1684
344,14133,0,1684
344.25,14133,0,1684
344.5,14133,0,1684
344.75,14133,0,1684
345,14133,0,1684
345.25,14133,0,1684
345.5,14133,0,1684
345.75,14133,0,1684
346,14133,0,1684
346.25,14133,0,1684
346.5,14133,0,1684
346.75,14133,0,1684
347,14133,0,1684
347.25,14133,0,1684
347.5,14133,0,1684
347.75,14133,0,1684
348,14133,0,1684
348.25,14133,0,1684
348.5,14133,0,1684
348.75,14133,0,1684
349,14133,0,1684
349.25,14133,0,1684
349.5,14133,0,1684
349.75,14133,0,1684
350,14133,0,1684
350.25,14133,0,1684
350.5,14133,0,1684
350.75,14133,0,1684
351,14133,0,1684
351.25,14133,0,1684
351.5,14133,0,1684
351.75,14133,0,1684
352,14133,0,1684
352.25,14133,0,1684
352.5,14133,0,1684
352.75,14133,0,1684
353,14133,0,1684
353.25,14133,0,1684
353.5,14133,0,1684
353.75,14133,0,1684
354,14133,0,1684
354.25,14133,0,1684
354.5,14133,0,1684
354.75,14133,0,1684
355,14133,0,1684
355.25,14133,0,1684
355.5,14133,0,1684
355.75,14133,0,1684
356,14133,0,1684
356.25,14133,0,1684
356.5,14133,0,1684
356.75,14133,0,1684
357,14133,0,1684
357.25,14133,0,1684
357.5,14133,0,1684
357.75,14133,0,1684
358,14133,0,1684
358.25,14133,0,1684
358.5,14133,0,1684
358.75,14133,0,1684
359,14133,0,1684
359.25,14133,0,1684
359.5,14133,0,1684
359.75,14133,0,1684
360,14133,0,1684
360.25,14133,0,1684
360.5,14133,0,1684
360.75,14133,0,1684
361,14133,0,1684
361.25,14133,0,1684
361.5,14133,0,1684
361.75,14133,0,1684
362,14133,0,1684
362.25,14133,0,1684
362.5,14133,0,1684
362.75,14133,0,1684
363,14133,0,1684
363.25,14133,0,1684
363.5,14133,0,1684
363.75,14133,0,1684
364,14133,0,1684
364.25,14133,0,1684
364.5,14133,0,1684
364.75,14133,0,1684
365,14133,0,1684
365.25,14133,0,1684
365.5,14133,0,1684
365.75,14133,0,1684
366,14133,0,1684
366.25,14133,0,1684
366.5,14133,0,1684
366.75,14133,0,1684
367,14133,0,1684
367.25,14133,0,1684
367.5,14133,0,1684
367.75,14133,0,1684
368,14133,0,1684
368.25,14133,0,1684
368.5,14133,0,1684
368.75,14133,0,1684
369,14133,0,1684
369.25,14133,0,1684
369.5,14133,0,1684
369.75,14133,0,1684
370,14133,0,1684
370.25,14133,0,1684
370.5,14133,0,1684
370.75,14133,0,1684
371,14133,0,1684
371.25,14133,0,1684
371.5,14133,0,1684
371.75,14133,0,1684
372,14133,0,1684
372.25,14133,0,1684
372.5,14133,0,1684
372.75,14133,0,1684
373,14133,0,1684
373.25,14133,0,1684
373.5,14133,0,1684
373.75,14133,0,1684
374,14133,0,1684
374.25,14133,0,1684
374.5,14133,0,1684
374.75,14133,0,1684
375,14133,0,1684
375.25,14133,0,1684
375.5,14133,0,1684
375.75,14133,0,1684
376,14133,0,1684
376.25,14133,0,1684
376.5,14133,0,1684
376.75,14133,0,1684
377,14133,0,1684
377.25,14133,0,1684
377.5,14133,0,1684
377.75,14133,0,1684
378,14133,0,1684
378.25,14133,0,1684
378.5,14133,0,1684
378.75,14133,0,1684
379,14133,0,1684
379.25,14133,0,1684
379.5,14133,0,1684
379.75,14133,0,1684
380,14133,0,1684
380.25,14133,0,1684
380.5,14133,0,1684
380.75,14133,0,1684
381,14133,0,1684
381.25,14133,0,1684
381.5,14133,0,1684
381.75,14133,0,1684
382,14133,0,1684
382.25,14133,0,1684
382.5,14133,0,1684
382.75,14133,0,1684
383,14133,0,1684
383.25,14133,0,1684
383.5,14133,0,1684
383.75,14133,0,1684
384,14133,0,1684
384.25,14133,0,1684
384.5,14133,0,1684
384.75,14133,0,1684
385,14133,0,1684
385.25,14133,0,1684
385.5,14133,0,1684
385.75,14133,0,1684
386,14133,0,1684
386.25,14133,0,1684
386.5,14133,0,1684
386.75,14133,0,1684
387,14133,0,1684
387.25,14133,0,1684
387.5,14133,0,1684
387.75,14133,0,1684
388,14133,0,1684
388.25,14133,0,1684
388.5,14133,0,1684
388.75,14133,0,1684
389,14133,0,1684
389.25,14133,0,1684
389.5,14133,0,1684
389.75,14133,0,1684
390,14133,0,1684
390.25,14133,0,1684
390.5,14133,0,1684
390.75,14133,0,1684
391,14133,0,1684
391.25,14133,0,1684
391.5,14133,0,1684
391.75,14133,0,1684
392,14133,0,1684
392.25,14133,0,1684
392.5,14133,0,1684
392.75,14133,0,1684
393,14133,0,1684
393.25,14133,0,1684
393.5,14133,0,1684
393.75,14133,0,1684
394,14133,0,1684
394.25,14133,0,1684
394.5,14133,0,1684
394.75,14133,0,1684
395,14133,0,1684
395.25,14133,0,1684
395.5,14133,0,1684
395.75,14133,0,1684
396,14133,0,1684
396.25,14133,0,1684
396.5,14133,0,1684
396.75,14133,0,1684
397,14133,0,1684
397.25,14133,0,1684
397.5,14133,0,1684
397.75,14133,0,1684
398,14133,0,1684
398.25,14133,0,1684
398.5,14133,0,1684
398.75,14133,0,1684
399,14133,0,1684
399.25,14133,0,1684
399.5,14133,0,1684
399.75,14133,0,1684
400,14133,0,1684
400.25,14133,0,1684
400.5,14133,0,1684
400.75,14133,0,1684
401,14133,0,1684
401.25,14133,0,1684
401.5,14133,0,1684
401.75,14133,0,1684
402,14133,0,1684
402.25,14133,0,1684
402.5,14133,0,1684
402.75,14133,0,1684
403,14133,0,1684
403.25,14133,0,1684
403.5,14133,0,1684
403.75,14133,0,1684
404,14133,0,1684
404.25,14133,0,1684
404.5,14133,0,1684
404.75,14133,0,1684
405,14133,0,1684
405.25,14133,0,1684
405.5,14133,0,1684
405.75,14133,0,1684
406,14133,0,1684
406.25,14133,0,1684
406.5,14133,0,1684
406.75,14133,0,1684
407,14133,0,1684
407.25,14133,0,1684
407.5,14133,0,1684
407.75,14133,0,1684
408,14133,0,1684
408.25,14133,0,1684
408.5,14133,0,1684
408.75,14133,0,1684
409,14133,0,1684
409.25,14133,0,1684
409.5,14133,0,1684
409.75,14133,0,1684
410,14133,0,1684
410.25,14133,0,1684
410.5,14133,0,1684
410.75,14133,0,1684
411,14133,0,1684
411.25,14133,0,1684
411.5,14133,0,1684
411.75,14133,0,1684
412,14133,0,1684
412.25,14133,0,1684
412.5,14133,0,1684
412.75,14133,0,1684
413,14133,0,1684
413.25,14133,0,1684
413.5,14133,0,1684
413.75,14133,0,1684
414,14133,0,1684
414.25,14133,0,1684
414.5,14133,0,1684
414.75,14133,0,1684
415,14133,0,1684
415.25,14133,0,1684
415.5,14133,0,1684
415.75,14133,0,1684
416,14133,0,1684
416.25,14133,0,1684
416.5,14133,0,1684
416.75,14133,0,1684
417,14133,0,1684
417.25,14133,0,1684
417.5,14133,0,1684
417.75,14133,0,1684
418,14133,0,1684
418.25,14133,0,1684
418.5,14133,0,1684
418.75,14133,0,1684
419,14133,0,1684
419.25,14133,0,1684
419.5,14133,0,1684
419.75,14133,0,1684
420,14133,0,1684
420.25,14133,0,1684
420.5,14133,0,1684
420.75,14133,0,1684
421,14133,0,1684
421.25,14133,0,1684
421.5,14133,0,1684
421.75,14133,0,1684
422,14133,0,1684
422.25,14133,0,1684
422.5,14133,0,1684
422.75,14133,0,1684
423,14133,0,1684
423.25,14133,0,1684
423.5,14133,0,1684
423.75,14133,0,1684
424,14133,0,1684
424.25,14133,0,1684
424.5,14133,0,1684
424.75,14133,0,1684
425,14133,0,1684
425.25,14133,0,1684
425.5,14133,0,1684
425.75,14133,0,1684
426,14133,0,1684
426.25,14133,0,1684
426.5,14133,0,1684
426.75,14133,0,1684
427,14133,0,1684
427.25,14133,0,1684
427.5,14133,0,1684
427.75,14133,0,1684
428,14133,0,1684
428.25,14133,0,1684
428.5,14133,0,1684
428.75,14133,0,1684
429,14133,0,1684
429.25,14133,0,1684
429.5,14133,0,1684
429.75,14133,0,1684
430,14133,0,1684
430.25,14133,0,1684
430.5,14133,0,1684
430.75,14133,0,1684
431,14133,0,1684
431.25,14133,0,1684
431.5,14133,0,1684
431.75,14133,0,1684
432,14133,0,1684
432.25,14133,0,1684
432.5,14133,0,1684
432.75,14133,0,1684
433,14133,0,1684
433.25,14133,0,1684
433.5,14133,0,1684
433.75,14133,0,1684
434,14133,0,1684
434.25,14133,0,1684
434.5,14133,0,1684
434.75,14133,0,1684
435,14133,0,1684
435.25,14133,0,1684
435.5,14133,0,1684
435.75,14133,0,1684
436,14133,0,1684
436.25,14133,0,1684
436.5,14133,0,1684
436.75,14133,0,1684
437,14133,0,1684
437.25,14133,0,1684
437.5,14133,0,1684
437.75,14133,0,1684
438,14133,0,1684
438.25,14133,0,1684
438.5,14133,0,1684
438.75,14133,0,1684
439,14133,0,1684
439.25,14133,0,1684
439.5,14133,0,1684
439.75,14133,0,1684
440,14133,0,1684
440.25,14133,0,1684
440.5,14133,0,1684
440.75,14133,0,1684
441,14133,0,1684
441.25,14133,0,1684
441.5,14133,0,1684
441.75,14133,0,1684
442,14133,0,1684
442.25,14133,0,1684
442.5,14133,0,1684
442.75,14133,0,1684
443,14133,0,1684
443.25,14133,0,1684
443.5,14133,0,1684
443.75,14133,0,1684
444,14133,0,1684
444.25,14133,0,1684
444.5,14133,0,1684
444.75,14133,0,1684
445,14133,0,1684
445.25,14133,0,1684
445.5,14133,0,1684
445.75,14133,0,1684
446,14133,0,1684
446.25,14133,0,1684
446.5,14133,0,1684
446.75,14133,0,1684
447,14133,0,1684
447.25,14133,0,1684
447.5,14133,0,1684
447.75,14133,0,1684
448,14133,0,1684
448.25,14133,0,1684
448.5,14133,0,1684
448.75,14133,0,1684
449,14133,0,1684
449.25,14133,0,1684
449.5,14133,0,1684
449.75,14133,0,1684
450,14133,0,1684
450.25,14133,0,1684
450.5,14133,0,1684
450.75,14133,0,1684
451,14133,0,1684
451.25,14133,0,1684
451.5,14133,0,1684
451.75,14133,0,1684
452,14133,0,1684
452.25,14133,0,1684
452.5,14133,0,1684
452.75,14133,0,1684
453,14133,0,1684
453.25,14133,0,1684
453.5,14133,0,1684
453.75,14133,0,1684
454,14133,0,1684
454.25,14133,0,1684
454.5,14133,0,1684
454.75,14133,0,1684
455,14133,0,1684
455.25,14133,0,1684
455.5,14133,0,1684
455.75,14133,0,1684
456,14133,0,1684
456.25,14133,0,1684
456.5,14133,0,1684
456.75,14133,0,1684
457,14133,0,1684
457.25,14133,0,1684
457.5,14133,0,1684
457.75,14133,0,1684
458,14133,0,1684
458.25,14133,0,1684
458.5,14133,0,1684
458.75,14133,0,1684
459,14133,0,1684
459.25,14133,0,1684
459.5,14133,0,1684
459.75,14133,0,1684
460,14133,0,1684
460.25,14133,0,1684
460.5,14133,0,1684
460.75,14133,0,1684
461,14133,0,1684
461.25,14133,0,1684
461.5,14133,0,1684
461.75,14133,0,1684
462,14133,0,1684
462.25,14133,0,1684
462.5,14133,0,1684
462.75,14133,0,1684
463,14133,0,1684
463.25,14133,0,1684
463.5,14133,0,1684
463.75,14133,0,1684
464,14133,0,1684
464.25,14133,0,1684
464.5,14133,0,1684
464.75,14133,0,1684
465,14133,0,1684
465.25,14133,0,1684
465.5,14133,0,1684
465.75,14133,0,1684
466,14133,0,1684
466.25,14133,0,1684
466.5,14133,0,1684
466.75,14133,0,1684
467,14133,0,1684
467.25,14133,0,1684
467.5,14133,0,1684
467.75,14133,0,1684
468,14133,0,1684
468.25,14133,0,1684
468.5,14133,0,1684
468.75,14133,0,1684
469,14133,0,1684
469.25,14133,0,1684
469.5,14133,0,1684
469.75,14133,0,1684
470,14133,0,1684
470.25,14133,0,1684
470.5,14133,0,1684
470.75,14133,0,1684
471,14133,0,1684
471.25,14133,0,1684
471.5,14133,0,1684
471.75,14133,0,1684
472,14133,0,1684
472.25,14133,0,1684
472.5,14133,0,1684
472.75,14133,0,1684
473,14133,0,1684
473.25,14133,0,1684
473.5,14133,0,1684
473.75,14133,0,1684
474,14133,0,1684
474.25,14133,0,1684
474.5,14133,0,1684
474.75,14133,0,1684
475,14133,0,1684
475.25,14133,0,1684
475.5,14133,0,1684
475.75,14133,0,1684
476,14133,0,1684
476.25,14133,0,1684
476.5,14133,0,1684
476.75,14133,0,1684
477,14133,0,1684
477.25,14133,0,1684
477.5,14133,0,1684
477.75,14133,0,1684
478,14133,0,1684
478.25,14133,0,1684
478.5,14133,0,1684
478.75,14133,0,1684
479,14133,0,1684
479.25,14133,0,1684
479.5,14133,0,1684
479.75,14133,0,1684
480,14133,0,1684
480.25,14133,0,1684
480.5,14133,0,1684
480.75,14133,0,1684
481,14133,0,1684
481.25,14133,0,1684
481.5,14133,0,1684
481.75,14133,0,1684
482,14133,0,1684
482.25,14133,0,1684
482.5,14133,0,1684
482.75,14133,0,1684
483,14133,0,1684
483.25,14133,0,1684
483.5,14133,0,1684
483.75,14133,0,1684
484,14133,0,1684
484.25,14133,0,1684
484.5,14133,0,1684
484.75,14133,0,1684
485,14133,0,1684
485.25,14133,0,1684
485.5,14133,0,1684
485.75,14133,0,1684
486,14133,0,1684
486.25,14133,0,1684
486.5,14133,0,1684
486.75,14133,0,1684
487,14133,0,1684
487.25,14133,0,1684
487.5,14133,0,1684
487.75,14133,0,1684
488,14133,0,1684
488.25,14133,0,1684
488.5,14133,0,1684
488.75,14133,0,1684
489,14133,0,1684
489.25,14133,0,1684
489.5,14133,0,1684
489.75,14133,0,1684
490,14133,0,1684
490.25,14133,0,1684
490.5,14133,0,1684
490.75,14133,0,1684
491,14133,0,1684
491.25,14133,0,1684
491.5,14133,0,1684
491.75,14133,0,1684
492,14133,0,1684
492.25,14133,0,1684
492.5,14133,0,1684
492.75,14133,0,1684
493,14133,0,1684
493.25,14133,0,1684
493.5,14133,0,1684
493.75,14133,0,1684
494,14133,0,1684
494.25,14133,0,1684
494.5,14133,0,1684
494.75,14133,0,1684
495,14133,0,1684
495.25,14133,0,1684
495.5,14133,0,1684
495.75,14133,0,1684
496,14133,0,1684
496.25,14133,0,1684
496.5,14133,0,1684
496.75,14133,0,1684
497,14133,0,1684
497.25,14133,0,1684
497.5,14133,0,1684
497.75,14133,0,1684
498,14133,0,1684
498.25,14133,0,1684
498.5,14133,0,1684
498.75,14133,0,1684
499,14133,0,1684
499.25,14133,0,1684
499.5,14133,0,1684
499.75,14133,0,1684
500,14133,0,1684
500.25,14133,0,1684
500.5,14133,0,1684
500.75,14133,0,1684
501,14133,0,1684
501.25,14133,0,1684
501.5,14133,0,1684
501.75,14133,0,1684
502,14133,0,1684
502.25,14133,0,1684
502.5,14133,0,1684
502.75,14133,0,1684
503,14133,0,1684
503.25,14133,0,1684
503.5,14133,0,1684
503.75,14133,0,1684
504,14133,0,1684
504.25,14133,0,1684
504.5,14133,0,1684
504.75,14133,0,1684
505,14133,0,1684
505.25,14133,0,1684
505.5,14133,0,1684
505.75,14133,0,1684
506,14133,0,1684
506.25,14133,0,1684
506.5,14133,0,1684
506.75,14133,0,1684
507,14133,0,1684
507.25,14133,0,1684
507.5,14133,0,1684
507.75,14133,0,1684
508,14133,0,1684
508.25,14133,0,1684
508.5,14133,0,1684
508.75,14133,0,1684
509,14133,0,1684
509.25,14133,0,1684
509.5,14133,0,1684
509.75,14133,0,1684
510,14133,0,1684
510.25,14133,0,1684
510.5,14133,0,1684
510.75,14133,0,1684
511,14133,0,1684
511.25,14133,0,1684
511.5,14133,0,1684
511.75,14133,0,1684
512,14133,0,1684
512.25,14133,0,1684
512.5,14133,0,1684
512.75,14133,0,1684
513,14133,0,1684
513.25,14133,0,1684
513.5,14133,0,1684
513.75,14133,0,1684
514,14133,0,1684
514.25,14133,0,1684
514.5,14133,0,1684
514.75,14133,0,1684
515,14133,0,1684
515.25,14133,0,1684
515.5,14133,0,1684
515.75,14133,0,1684
516,14133,0,1684
516.25,14133,0,1684
516.5,14133,0,1684
516.75,14133,0,1684
517,14133,0,1684
517.25,14133,0,1684
517.5,14133,0,1684
517.75,14133,0,1684
518,14133,0,1684
518.25,14133,0,1684
518.5,14133,0,1684
518.75,14133,0,1684
519,14133,0,1684
519.25,14133,0,1684
519.5,14133,0,1684
519.75,14133,0,1684
520,14133,0,1684
520.25,14133,0,1684
520.5,14133,0,1684
520.75,14133,0,1684
521,14133,0,1684
521.25,14133,0,1684
521.5,14133,0,1684
521.75,14133,0,1684
522,14133,0,1684
522.25,14133,0,1684
522.5,14133,0,1684
522.75,14133,0,1684
523,14133,0,1684
523.25,14133,0,1684
523.5,14133,0,1684
523.75,14133,0,1684
524,14133,0,1684
524.25,14133,0,1684
524.5,14133,0,1684
524.75,14133,0,1684
525,14133,0,1684
525.25,14133,0,1684
525.5,14133,0,1684
525.75,14133,0,1684
526,14133,0,1684
526.25,14133,0,1684
526.5,14133,0,1684
526.75,14133,0,1684
527,14133,0,1684
527.25,14133,0,1684
527.5,14133,0,1684
527.75,14133,0,1684
528,14133,0,1684
528.25,14133,0,1684
528.5,14133,0,1684
528.75,14133,0,1684
529,14133,0,1684
529.25,14133,0,1684
529.5,14133,0,1684
529.75,14133,0,1684
530,14133,0,1684
530.25,14133,0,1684
530.5,14133,0,1684
530.75,14133,0,1684
531,14133,0,1684
531.25,14133,0,1684
531.5,14133,0,1684
531.75,14133,0,1684
532,14133,0,1684
532.25,14133,0,1684
532.5,14133,0,1684
532.75,14133,0,1684
533,14133,0,1684
533.25,14133,0,1684
533.5,14133,0,1684
533.75,14133,0,1684
534,14133,0,1684
534.25,14133,0,1684
534.5,14133,0,1684
534.75,14133,0,1684
535,14133,0,1684
535.25,14133,0,1684
535.5,14133,0,1684
535.75,14133,0,1684
536,14133,0,1684
536.25,14133,0,1684
536.5,14133,0,1684
536.75,14133,0,1684
537,14133,0,1684
537.25,14133,0,1684
537.5,14133,0,1684
537.75,14133,0,1684
538,14133,0,1684
538.25,14133,0,1684
538.5,14133,0,1684
538.75,14133,0,1684
539,14133,0,1684
539.25,14133,0,1684
539.5,14133,0,1684
539.75,14133,0,1684
540,14133,0,1684
540.25,14133,0,1684
540.5,14133,0,1684
540.75,14133,0,1684
541,14133,0,1684
541.25,14133,0,1684
541.5,14133,0,1684
541.75,14133,0,1684
542,14133,0,1684
542.25,14133,0,1684
542.5,14133,0,1684
542.75,14133,0,1684
543,14133,0,1684
543.25,14133,0,1684
543.5,14133,0,1684
543.75,14133,0,1684
544,14133,0,1684
544.25,14133,0,1684
544.5,14133,0,1684
544.75,14133,0,1684
545,14133,0,1684
545.25,14133,0,1684
545.5,14133,0,1684
545.75,14133,0,1684
546,14133,0,1684
546.25,14133,0,1684
546.5,14133,0,1684
546.75,14133,0,1684
547,14133,0,1684
547.25,14133,0,1684
547.5,14133,0,1684
547.75,14133,0,1684
548,14133,0,1684
548.25,14133,0,1684
548.5,14133,0,1684
548.75,14133,0,1684
549,14133,0,1684
549.25,14133,0,1684
549.5,14133,0,1684
549.75,14133,0,1684
550,14133,0,1684
550.25,14133,0,1684
550.5,14133,0,1684
550.75,14133,0,1684
551,14133,0,1684
551.25,14133,0,1684
551.5,14133,0,1684
551.75,14133,0,1684
552,14133,0,1684
552.25,14133,0,1684
552.5,14133,0,1684
552.75,14133,0,1684
553,14133,0,1684
553.25,14133,0,1684
553.5,14133,0,1684
553.75,14133,0,1684
554,14133,0,1684
554.25,14133,0,1684
554.5,14133,0,1684
554.75,14133,0,1684
555,14133,0,1684
555.25,14133,0,1684
555.5,14133,0,1684
555.75,14133,0,1684
556,14133,0,1684
556.25,14133,0,1684
556.5,14133,0,1684
556.75,14133,0,1684
557,14133,0,1684
557.25,14133,0,1684
557.5,14133,0,1684
557.75,14133,0,1684
558,14133,0,1684
558.25,14133,0,1684
558.5,14133,0,1684
558.75,14133,0,1684
559,14133,0,1684
559.25,14133,0,1684
559.5,14133,0,1684
559.75,14133,0,1684
560,14133,0,1684
560.25,14133,0,1684
560.5,14133,0,1684
560.75,14133,0,1684
561,14133,0,1684
561.25,14133,0,1684
561.5,14133,0,1684
561.75,14133,0,1684
562,14133,0,1684
562.25,14133,0,1684
562.5,14133,0,1684
562.75,14133,0,1684
563,14133,0,1684
563.25,14133,0,1684
563.5,14133,0,1684
563.75,14133,0,1684
564,14133,0,1684
564.25,14133,0,1684
564.5,14133,0,1684
564.75,14133,0,1684
565,14133,0,1684
565.25,14133,0,1684
565.5,14133,0,1684
565.75,14133,0,1684
566,14133,0,1684
566.25,14133,0,1684
566.5,14133,0,1684
566.75,14133,0,1684
567,14133,0,1684
567.25,14133,0,1684
567.5,14133,0,1684
567.75,14133,0,1684
568,14133,0,1684
568.25,14133,0,1684
568.5,14133,0,1684
568.75,14133,0,1684
569,14133,0,1684
569.25,14133,0,1684
569.5,14133,0,1684
569.75,14133,0,1684
570,14133,0,1684
570.25,14133,0,1684
570.5,14133,0,1684
570.75,14133,0,1684
571,14133,0,1684
571.25,14133,0,1684
571.5,14133,0,1684
571.75,14133,0,1684
572,14133,0,1684
572.25,14133,0,1684
572.5,14133,0,1684
572.75,14133,0,1684
573,14133,0,1684
573.25,14133,0,1684
573.5,14133,0,1684
573.75,14133,0,1684
574,14133,0,1684
574.25,14133,0,1684
574.5,14133,0,1684
574.75,14133,0,1684
575,14133,0,1684
575.25,14133,0,1684
575.5,14133,0,1684
575.75,14133,0,1684
576,14133,0,1684
576.25,14133,0,1684
576.5,14133,0,1684
576.75,14133,0,1684
577,14133,0,1684
577.25,14133,0,1684
577.5,14133,0,1684
577.75,14133,0,1684
578,14133,0,1684
578.25,14133,0,1684
578.5,14133,0,1684
578.75,14133,0,1684
579,14133,0,1684
579.25,14133,0,1684
579.5,14133,0,1684
579.75,14133,0,1684
580,14133,0,1684
580.25,14133,0,1684
580.5,14133,0,1684
580.75,14133,0,1684
581,14133,0,1684
581.25,14133,0,1684
581.5,14133,0,1684
581.75,14133,0,1684
582,14133,0,1684
582.25,14133,0,1684
582.5,14133,0,1684
582.75,14133,0,1684
583,14133,0,1684
583.25,14133,0,1684
583.5,14133,0,1684
583.75,14133,0,1684
584,14133,0,1684
584.25,14133,0,1684
584.5,14133,0,1684
584.75,14133,0,1684
585,14133,0,1684
585.25,14133,0,1684
585.5,14133,0,1684
585.75,14133,0,1684
586,14133,0,1684
586.25,14133,0,1684
586.5,14133,0,1684
586.75,14133,0,1684
587,14133,0,1684
587.25,14133,0,1684
587.5,14133,0,1684
587.75,14133,0,1684
588,14133,0,1684
588.25,14133,0,1684
588.5,14133,0,1684
588.75,14133,0,1684
589,14133,0,1684
589.25,14133,0,1684
589.5,14133,0,1684
589.75,14133,0,1684
590,14133,0,1684
590.25,14133,0,1684
590.5,14133,0,1684
590.75,14133,0,1684
591,14133,0,1684
591.25,14133,0,1684
591.5,14133,0,1684
591.75,14133,0,1684
592,14133,0,1684
592.25,14133,0,1684
592.5,14133,0,1684
592.75,14133,0,1684
593,14133,0,1684
593.25,14133,0,1684
593.5,14133,0,1684
593.75,14133,0,1684
594,14133,0,1684
594.25,14133,0,1684
594.5,14133,0,1684
594.75,14133,0,1684
595,14133,0,1684
595.25,14133,0,1684
595.5,14133,0,1684
595.75,14133,0,1684
596,14133,0,1684
596.25,14133,0,1684
596.5,14133,0,1684
596.75,14133,0,1684
597,14133,0,1684
597.25,14133,0,1684
597.5,14133,0,1684
597.75,14133,0,1684
598,14133,0,1684
598.25,14133,0,1684
598.5,14133,0,1684
598.75,14133,0,1684
599,14133,0,1684
599.25,14133,0,1684
599.5,14133,0,1684
599.75,14133,0,1684
