Time,cumulative_mean_fraction_lambda_H
411,0.307457
411.25,0.307457
411.5,0.307457
411.75,0.307457
412,0.307457
412.25,0.307457
412.5,0.307457
412.75,0.307457
413,0.307457
413.25,0.307457
413.5,0.307457
413.75,0.307457
414,0.307457
414.25,0.307457
414.5,0.307457
414.75,0.307457
415,0.307457
415.25,0.307457
415.5,0.307457
415.75,0.307457
416,0.307457
416.25,0.307457
416.5,0.307457
416.75,0.307457
417,0.307457
417.25,0.307457
417.5,0.307457
417.75,0.307457
418,0.307457
418.25,0.307457
418.5,0.307457
418.75,0.307457
419,0.307457
419.25,0.307457
419.5,0.307457
419.75,0.307457
420,0.307457
420.25,0.307457
420.5,0.307457
420.75,0.307457
421,0.307457
421.25,0.307457
421.5,0.307457
421.75,0.307457
422,0.307457
422.25,0.307457
422.5,0.307457
422.75,0.307457
423,0.307457
423.25,0.307457
423.5,0.307457
423.75,0.307457
424,0.307457
424.25,0.307457
424.5,0.307457
424.75,0.307457
425,0.307457
425.25,0.307457
425.5,0.307457
425.75,0.307457
426,0.307457
426.25,0.307457
426.5,0.307457
426.75,0.307457
427,0.307457
427.25,0.307457
427.5,0.307457
427.75,0.307457
428,0.307457
428.25,0.307457
428.5,0.307457
428.75,0.307457
429,0.307457
429.25,0.307457
429.5,0.307457
429.75,0.307457
430,0.307457
430.25,0.307457
430.5,0.307457
430.75,0.307457
431,0.307457
431.25,0.307457
431.5,0.307457
431.75,0.307457
432,0.307457
432.25,0.307457
432.5,0.307457
432.75,0.307457
433,0.307457
433.25,0.307457
433.5,0.307457
433.75,0.307457
434,0.307457
434.25,0.307457
434.5,0.307457
434.75,0.307457
435,0.307457
435.25,0.307457
435.5,0.307457
435.75,0.307457
436,0.307457
436.25,0.307457
436.5,0.307457
436.75,0.307457
437,0.307457
437.25,0.307457
437.5,0.307457
437.75,0.307457
438,0.307457
438.25,0.307457
438.5,0.307457
438.75,0.307457
439,0.307457
439.25,0.307457
439.5,0.307457
439.75,0.307457
440,0.307457
440.25,0.307457
440.5,0.307457
440.75,0.307457
441,0.307457
441.25,0.307457
441.5,0.307457
441.75,0.307457
442,0.307457
442.25,0.307457
442.5,0.307457
442.75,0.307457
443,0.307457
443.25,0.307457
443.5,0.307457
443.75,0.307457
444,0.307457
444.25,0.307457
444.5,0.307457
444.75,0.307457
445,0.307457
445.25,0.307457
445.5,0.307457
445.75,0.307457
446,0.307457
446.25,0.307457
446.5,0.307457
446.75,0.307457
447,0.307457
447.25,0.307457
447.5,0.307457
447.75,0.307457
448,0.307457
448.25,0.307457
448.5,0.307457
448.75,0.307457
449,0.307457
449.25,0.307457
449.5,0.307457
449.75,0.307457
450,0.307457
450.25,0.307457
450.5,0.307457
450.75,0.307457
451,0.307457
451.25,0.307457
451.5,0.307457
451.75,0.307457
452,0.307457
452.25,0.307457
452.5,0.307457
452.75,0.307457
453,0.307457
453.25,0.307457
453.5,0.307457
453.75,0.307457
454,0.307457
454.25,0.307457
454.5,0.307457
454.75,0.307457
455,0.307457
455.25,0.307457
455.5,0.307457
455.75,0.307457
456,0.307457
456.25,0.307457
456.5,0.307457
456.75,0.307457
457,0.307457
457.25,0.307457
457.5,0.307457
457.75,0.307457
458,0.307457
458.25,0.307457
458.5,0.307457
458.75,0.307457
459,0.307457
459.25,0.307457
459.5,0.307457
459.75,0.307457
460,0.307457
460.25,0.307457
460.5,0.307457
460.75,0.307457
461,0.307457
461.25,0.307457
461.5,0.307457
461.75,0.307457
462,0.307457
462.25,0.307457
462.5,0.307457
462.75,0.307457
463,0.307457
463.25,0.307457
463.5,0.307457
463.75,0.307457
464,0.307457
464.25,0.307457
464.5,0.307457
464.75,0.307457
465,0.307457
465.25,0.307457
465.5,0.307457
465.75,0.307457
466,0.307457
466.25,0.307457
466.5,0.307457
466.75,0.307457
467,0.307457
467.25,0.307457
467.5,0.307457
467.75,0.307457
468,0.307457
468.25,0.307457
468.5,0.307457
468.75,0.307457
469,0.307457
469.25,0.307457
469.5,0.307457
469.75,0.307457
470,0.307457
470.25,0.307457
470.5,0.307457
470.75,0.307457
471,0.307457
471.25,0.307457
471.5,0.307457
471.75,0.307457
472,0.307457
472.25,0.307457
472.5,0.307457
472.75,0.307457
473,0.307457
473.25,0.307457
473.5,0.307457
473.75,0.307457
474,0.307457
474.25,0.307457
474.5,0.307457
474.75,0.307457
475,0.307457
475.25,0.307457
475.5,0.307457
475.75,0.307457
476,0.307457
476.25,0.307457
476.5,0.307457
476.75,0.307457
477,0.307457
477.25,0.307457
477.5,0.307457
477.75,0.307457
478,0.307457
478.25,0.307457
478.5,0.307457
478.75,0.307457
479,0.307457
479.25,0.307457
479.5,0.307457
479.75,0.307457
480,0.307457
480.25,0.307457
480.5,0.307457
480.75,0.307457
481,0.307457
481.25,0.307457
481.5,0.307457
481.75,0.307457
482,0.307457
482.25,0.307457
482.5,0.307457
482.75,0.307457
483,0.307457
483.25,0.307457
483.5,0.307457
483.75,0.307457
484,0.307457
484.25,0.307457
484.5,0.307457
484.75,0.307457
485,0.307457
485.25,0.307457
485.5,0.307457
485.75,0.307457
486,0.307457
486.25,0.307457
486.5,0.307457
486.75,0.307457
487,0.307457
487.25,0.307457
487.5,0.307457
487.75,0.307457
488,0.307457
488.25,0.307457
488.5,0.307457
488.75,0.307457
489,0.307457
489.25,0.307457
489.5,0.307457
489.75,0.307457
490,0.307457
490.25,0.307457
490.5,0.307457
490.75,0.307457
491,0.307457
491.25,0.307457
491.5,0.307457
491.75,0.307457
492,0.307457
492.25,0.307457
492.5,0.307457
492.75,0.307457
493,0.307457
493.25,0.307457
493.5,0.307457
493.75,0.307457
494,0.307457
494.25,0.307457
494.5,0.307457
494.75,0.307457
495,0.307457
495.25,0.307457
495.5,0.307457
495.75,0.307457
496,0.307457
496.25,0.307457
496.5,0.307457
496.75,0.307457
497,0.307457
497.25,0.307457
497.5,0.307457
497.75,0.307457
498,0.307457
498.25,0.307457
498.5,0.307457
498.75,0.307457
499,0.307457
499.25,0.307457
499.5,0.307457
499.75,0.307457
500,0.307457
500.25,0.307457
500.5,0.307457
500.75,0.307457
501,0.307457
501.25,0.307457
501.5,0.307457
501.75,0.307457
502,0.307457
502.25,0.307457
502.5,0.307457
502.75,0.307457
503,0.307457
503.25,0.307457
503.5,0.307457
503.75,0.307457
504,0.307457
504.25,0.307457
504.5,0.307457
504.75,0.307457
505,0.307457
505.25,0.307457
505.5,0.307457
505.75,0.307457
506,0.307457
506.25,0.307457
506.5,0.307457
506.75,0.307457
507,0.307457
507.25,0.307457
507.5,0.307457
507.75,0.307457
508,0.307457
508.25,0.307457
508.5,0.307457
508.75,0.307457
509,0.307457
509.25,0.307457
509.5,0.307457
509.75,0.307457
510,0.307457
510.25,0.307457
510.5,0.307457
510.75,0.307457
511,0.307457
511.25,0.307457
511.5,0.307457
511.75,0.307457
512,0.307457
512.25,0.307457
512.5,0.307457
512.75,0.307457
513,0.307457
513.25,0.307457
513.5,0.307457
513.75,0.307457
514,0.307457
514.25,0.307457
514.5,0.307457
514.75,0.307457
515,0.307457
515.25,0.307457
515.5,0.307457
515.75,0.307457
516,0.307457
516.25,0.307457
516.5,0.307457
516.75,0.307457
517,0.307457
517.25,0.307457
517.5,0.307457
517.75,0.307457
518,0.307457
518.25,0.307457
518.5,0.307457
518.75,0.307457
519,0.307457
519.25,0.307457
519.5,0.307457
519.75,0.307457
520,0.307457
520.25,0.307457
520.5,0.307457
520.75,0.307457
521,0.307457
521.25,0.307457
521.5,0.307457
521.75,0.307457
522,0.307457
522.25,0.307457
522.5,0.307457
522.75,0.307457
523,0.307457
523.25,0.307457
523.5,0.307457
523.75,0.307457
524,0.307457
524.25,0.307457
524.5,0.307457
524.75,0.307457
525,0.307457
525.25,0.307457
525.5,0.307457
525.75,0.307457
526,0.307457
526.25,0.307457
526.5,0.307457
526.75,0.307457
527,0.307457
527.25,0.307457
527.5,0.307457
527.75,0.307457
528,0.307457
528.25,0.307457
528.5,0.307457
528.75,0.307457
529,0.307457
529.25,0.307457
529.5,0.307457
529.75,0.307457
530,0.307457
530.25,0.307457
530.5,0.307457
530.75,0.307457
531,0.307457
531.25,0.307457
531.5,0.307457
531.75,0.307457
532,0.307457
532.25,0.307457
532.5,0.307457
532.75,0.307457
533,0.307457
533.25,0.307457
533.5,0.307457
533.75,0.307457
534,0.307457
534.25,0.307457
534.5,0.307457
534.75,0.307457
535,0.307457
535.25,0.307457
535.5,0.307457
535.75,0.307457
536,0.307457
536.25,0.307457
536.5,0.307457
536.75,0.307457
537,0.307457
537.25,0.307457
537.5,0.307457
537.75,0.307457
538,0.307457
538.25,0.307457
538.5,0.307457
538.75,0.307457
539,0.307457
539.25,0.307457
539.5,0.307457
539.75,0.307457
540,0.307457
540.25,0.307457
540.5,0.307457
540.75,0.307457
541,0.307457
541.25,0.307457
541.5,0.307457
541.75,0.307457
542,0.307457
542.25,0.307457
542.5,0.307457
542.75,0.307457
543,0.307457
543.25,0.307457
543.5,0.307457
543.75,0.307457
544,0.307457
544.25,0.307457
544.5,0.307457
544.75,0.307457
545,0.307457
545.25,0.307457
545.5,0.307457
545.75,0.307457
546,0.307457
546.25,0.307457
546.5,0.307457
546.75,0.307457
547,0.307457
547.25,0.307457
547.5,0.307457
547.75,0.307457
548,0.307457
548.25,0.307457
548.5,0.307457
548.75,0.307457
549,0.307457
549.25,0.307457
549.5,0.307457
549.75,0.307457
550,0.307457
550.25,0.307457
550.5,0.307457
550.75,0.307457
551,0.307457
551.25,0.307457
551.5,0.307457
551.75,0.307457
552,0.307457
552.25,0.307457
552.5,0.307457
552.75,0.307457
553,0.307457
553.25,0.307457
553.5,0.307457
553.75,0.307457
554,0.307457
554.25,0.307457
554.5,0.307457
554.75,0.307457
555,0.307457
555.25,0.307457
555.5,0.307457
555.75,0.307457
556,0.307457
556.25,0.307457
556.5,0.307457
556.75,0.307457
557,0.307457
557.25,0.307457
557.5,0.307457
557.75,0.307457
558,0.307457
558.25,0.307457
558.5,0.307457
558.75,0.307457
559,0.307457
559.25,0.307457
559.5,0.307457
559.75,0.307457
560,0.307457
560.25,0.307457
560.5,0.307457
560.75,0.307457
561,0.307457
561.25,0.307457
561.5,0.307457
561.75,0.307457
562,0.307457
562.25,0.307457
562.5,0.307457
562.75,0.307457
563,0.307457
563.25,0.307457
563.5,0.307457
563.75,0.307457
564,0.307457
564.25,0.307457
564.5,0.307457
564.75,0.307457
565,0.307457
565.25,0.307457
565.5,0.307457
565.75,0.307457
566,0.307457
566.25,0.307457
566.5,0.307457
566.75,0.307457
567,0.307457
567.25,0.307457
567.5,0.307457
567.75,0.307457
568,0.307457
568.25,0.307457
568.5,0.307457
568.75,0.307457
569,0.307457
569.25,0.307457
569.5,0.307457
569.75,0.307457
570,0.307457
570.25,0.307457
570.5,0.307457
570.75,0.307457
571,0.307457
571.25,0.307457
571.5,0.307457
571.75,0.307457
572,0.307457
572.25,0.307457
572.5,0.307457
572.75,0.307457
573,0.307457
573.25,0.307457
573.5,0.307457
573.75,0.307457
574,0.307457
574.25,0.307457
574.5,0.307457
574.75,0.307457
575,0.307457
575.25,0.307457
575.5,0.307457
575.75,0.307457
576,0.307457
576.25,0.307457
576.5,0.307457
576.75,0.307457
577,0.307457
577.25,0.307457
577.5,0.307457
577.75,0.307457
578,0.307457
578.25,0.307457
578.5,0.307457
578.75,0.307457
579,0.307457
579.25,0.307457
579.5,0.307457
579.75,0.307457
580,0.307457
580.25,0.307457
580.5,0.307457
580.75,0.307457
581,0.307457
581.25,0.307457
581.5,0.307457
581.75,0.307457
582,0.307457
582.25,0.307457
582.5,0.307457
582.75,0.307457
583,0.307457
583.25,0.307457
583.5,0.307457
583.75,0.307457
584,0.307457
584.25,0.307457
584.5,0.307457
584.75,0.307457
585,0.307457
585.25,0.307457
585.5,0.307457
585.75,0.307457
586,0.307457
586.25,0.307457
586.5,0.307457
586.75,0.307457
587,0.307457
587.25,0.307457
587.5,0.307457
587.75,0.307457
588,0.307457
588.25,0.307457
588.5,0.307457
588.75,0.307457
589,0.307457
589.25,0.307457
589.5,0.307457
589.75,0.307457
590,0.307457
590.25,0.307457
590.5,0.307457
590.75,0.307457
591,0.307457
591.25,0.307457
591.5,0.307457
591.75,0.307457
592,0.307457
592.25,0.307457
592.5,0.307457
592.75,0.307457
593,0.307457
593.25,0.307457
593.5,0.307457
593.75,0.307457
594,0.307457
594.25,0.307457
594.5,0.307457
594.75,0.307457
595,0.307457
595.25,0.307457
595.5,0.307457
595.75,0.307457
596,0.307457
596.25,0.307457
596.5,0.307457
596.75,0.307457
597,0.307457
597.25,0.307457
597.5,0.307457
597.75,0.307457
598,0.307457
598.25,0.307457
598.5,0.307457
598.75,0.307457
599,0.307457
599.25,0.307457
599.5,0.307457
599.75,0.307457
